	author_title	isbn10	isbn13
917	 James Patterson.**SAM'S LETTERS TO JENNIFER		9789500274753
918	 James Patterson.**SUZANNE'S DIARY FOR NICHOLAS		9788373111851
919	 James Patterson.**THE BIG BAD WOLF		9780446614313
920	 James Patterson.**THE LAKE HOUSE		9785559305493
921	 James Patterson.**VIOLETS ARE BLUE		9781876590659
922	 James Patterson.**WHEN THE WIND BLOWS		9788878189713
923	 James Redfield.**THE CELESTINE PROPHECY		9783453189317
924	 James Redfield.**THE TENTH INSIGHT		9780733801136
925	 James Rollins.**BLACK ORDER		9780061120831
926	 James Rollins.**THE JUDAS STRAIN		9785699512287
927	 James Siegel.**DERAILED		9780759570610
928	 Jan Karon.**A COMMON LIFE		9780670878918
929	 Jan Karon.**A NEW SONG		9780141800134
930	 Jan Karon.**ESTHER'S GIFT		
931	 Jan Karon.**HOME TO HOLLY SPRINGS		9780670018253
932	 Jan Karon.**IN THIS MOUNTAIN		9780670031047
933	 Jan Karon.**LIGHT FROM HEAVEN		9781419348969
934	 Jan Karon.**OUT TO CANAAN		9780143059240
935	 Jan Karon.**SHEPHERDS ABIDING		9781417557776
936	 Jan Karon.**THE MITFORD SNOWMEN		
937	 Jane Green.**SECOND CHANCE		9780141021737
938	 Jane Mendelsohn.**I WAS AMELIA EARHART		9780679776369
939	 Jane Smiley.**A THOUSAND ACRES		9783100744142
940	 Jane Smiley.**HORSE HEAVEN		9781589455382
941	 Jane Smiley.**MOO		9780753151082
942	 Jane Smiley.**TEN DAYS IN THE HILLS		9780571235339
943	 Janet Dailey.**HEIRESS		9781850573449
944	 Janet Dailey.**MASQUERADE		9781497615908
945	 Janet Dailey.**RIVALS		9780816148424
946	 Janet Dailey.**SILVER WINGS		9780671504052
947	 Janet Dailey.**TANGLED VINES		9780718137069
948	 Janet Evanovich.**ELEVEN ON TOP		9780755330515
949	 Janet Evanovich.**HARD EIGHT		9781593977474
950	 Janet Evanovich.**HIGH FIVE		9780786221073
951	 Janet Evanovich.**HOT SIX		9782266102681
952	 Janet Evanovich.**LEAN MEAN THIRTEEN		9780755337576
953	 Janet Evanovich.**METRO GIRL		9780060896195
954	 Janet Evanovich.**MOTOR MOUTH		9780060878467
955	 Janet Evanovich.**PLUM LOVIN'		9781442075146
956	 Janet Evanovich.**PLUM LOVIN’		9781442075146
957	 Janet Evanovich.**PLUM LUCKY		9780312377649
958	 Janet Evanovich.**SEVEN UP		9781472235749
959	 Janet Evanovich.**TO THE NINES		9780755388431
960	 Janet Evanovich.**TWELVE SHARP		9780755328062
961	 Janet Evanovich.**VISIONS OF SUGAR PLUMS		9780718146290
962	 Janet Fitch.**WHITE OLEANDER		9783838722849
963	 Jason F. Wright.**THE WEDNESDAY LETTERS		9781602851351
964	 Jasper Fforde.**THURSDAY NEXT		9780340752012
965	 Javier Sierra.**THE SECRET SUPPER		9780743565196
966	 Jay McInerney.**THE GOOD LIFE		9780747585817
967	 Jayne Ann Krentz.**DEEP WATERS		9788071187424
968	 Jayne Ann Krentz.**EYE OF THE BEHOLDER		9780743508674
969	 Jayne Ann Krentz.**LIGHT IN SHADOW		9788073844707
970	 Jayne Ann Krentz.**LOST AND FOUND		9785170504329
971	 Jayne Ann Krentz.**SHARP EDGES		9781439120118
972	 Jayne Ann Krentz.**SIZZLE AND BURN		9780515145816
973	 Jayne Ann Krentz.**SMOKE IN MIRRORS		9781101214596
974	 Jayne Ann Krentz.**WHITE LIES		9785271428517
975	 Jayne Anne Phillips.**MACHINE DREAMS		9780375705250
976	 Jean M. Auel.**THE CLAN OF THE CAVE BEAR		9789707774742
977	 Jean M. Auel.**THE MAMMOTH HUNTERS		9782258059306
978	 Jean M. Auel.**THE PLAINS OF PASSAGE		9780340535271
979	 Jean M. Auel.**THE SHELTERS OF STONE		9786074008609
980	 Jean M. Auel.**THE VALLEY OF HORSES		9788495353627
981	 Jeff Lindsay.**DEXTER IN THE DARK		9780307455734
982	 Jeff Shaara.**GODS AND GENERALS		9781322585390
983	 Jeff Shaara.**RISE TO REBELLION		9780756912789
984	 Jeff Shaara.**THE LAST FULL MEASURE		9781930161900
985	 Jeff Shaara.**THE RISING TIDE		9780345461414
986	 Jeff Shaara.**THE STEEL WAVE		9780739334652
987	 Jeffery Archer.**THE PRODIGAL DAUGHTER		9780330512930
988	 Jeffery Deaver.**THE BLUE NOWHERE		9780340767504
989	 Jeffery Deaver.**THE COLD MOON		9780340960639
990	 Jeffery Deaver.**THE EMPTY CHAIR		9780743204248
991	 Jeffery Deaver.**THE SLEEPING DOLL		9788845414046
992	 Jeffery Deaver.**THE STONE MONKEY		9780340734018
993	 Jeffery Deaver.**THE TWELFTH CARD		9781444791631
994	 Jeffery Deaver.**THE VANISHED MAN		9780739433713
995	 Jeffrey Archer.**A MATTER OF HONOR		9780671739669
996	 Jeffrey Archer.**A PRISONER OF BIRTH		9781743034545
997	 Jeffrey Archer.**A TWIST IN THE TALE		9780792481676
998	 Jeffrey Archer.**AS THE CROW FLIES		9780340558768
999	 Jeffrey Archer.**FALSE IMPRESSION		9780312353728
1000	 Jeffrey Archer.**FIRST AMONG EQUALS		9780340363706
1001	 Jeffrey Archer.**HONOR AMONG THIEVES		9781743290194
1002	 Jeffrey Archer.**KANE & ABEL		
1003	 Jeffrey Archer.**SONS OF FORTUNE		9780312993801
1004	 Jeffrey Archer.**THE ELEVENTH COMMANDMENT		9781743290255
1005	 Jeffrey Archer.**THE FOURTH ESTATE		9780330419086
1006	 Jeffrey Archer.**THE PRODIGAL DAUGHTER		9780330512930
1007	 Jennifer Weiner.**CERTAIN GIRLS		9781416586852
1008	 Jennifer Weiner.**LITTLE EARTHQUAKES		9781449889937
1009	 Jennifer Weiner.**THE GUY NOT TAKEN		9780786293209
1010	 Jerzy Kosiniski.**COCKPIT		9780802195784
1011	 Jerzy Kusinski.**PASSION PLAY		9780802135674
1012	 Jessamyn West.**THE MASSACRE AT FALL CREEK		9780330247382
1013	 Jewel Kilcher.**A NIGHT WITHOUT ARMOR		9780061141959
1014	 Jhumpa Lahiri.**THE NAMESAKE		9780002259019
1015	 Jhumpa Lahiri.**UNACCUSTOMED EARTH		9780307472144
1016	 Jim Butcher.**SMALL FAVOR		9781436201667
1017	 Jim Butcher.**WHITE NIGHT		9781429509374
1018	 Jim Morrison.**WILDERNESS		9781439562376
1019	 Jimmy Breslin.**TABLE MONEY		9785551494942
1020	 Jimmy Buffett.**SWINE NOT?		9780316142625
1021	 Jimmy Buffett.**TALES FROM MARGARITAVILLE		9780449222485
1022	 Jimmy Carter.**ALWAYS A RECKONING		9780605253421
1023	 Jimmy Carter.**THE HORNET'S NEST		9780743258272
1024	 Jimmy Stewart.**JIMMY STEWART AND HIS POEMS		9780517112496
1025	 Joan Collins.**PRIME TIME		9780712623957
1026	 Joan Didion.**A BOOK OF COMMON PRAYER		9780671817855
1027	 Joan Didion.**DEMOCRACY		9781299032217
1028	 Jodi Picoult.**CHANGE OF HEART		9788376483122
1029	 Jodi Picoult.**NINETEEN MINUTES		9780753179246
1030	 Jodi Picoult.**THE TENTH CIRCLE		9781405615662
1031	 Jodi Picoult.**VANISHING ACTS		9780340976890
1032	 Joe Hill.**HEART-SHAPED BOX		9780575081864
1033	 Joel C. Rosenberg.**DEAD HEAT		9781414372464
1034	 Joel C. Rosenberg.**THE LAST JIHAD		9780765307156
1035	 Johanna Lindsey.**ALL I NEED IS YOU		9785237011937
1036	 Johanna Lindsey.**CAPTIVE OF MY DESIRES		9782290002803
1037	 Johanna Lindsey.**HEART OF A WARRIOR		9788373114883
1038	 Johanna Lindsey.**HOME FOR THE HOLIDAYS		9780380978564
1039	 Johanna Lindsey.**JOINING		9780552147811
1040	 Johanna Lindsey.**LOVE ME FOREVER		9780062106568
1041	 Johanna Lindsey.**SAY YOU LOVE ME		9788071186809
1042	 Johanna Lindsey.**THE HEIR		9780380818556
1043	 Johanna Lindsey.**THE PRESENT		9780060542849
1044	 Johanna Lindsey.**THE PURSUIT		9785170167050
1045	 John Case.**THE GENESIS CODE		9780712677080
1046	 John Cheever.**FALCONER		9780143566359
1047	 John Cheever.**THE STORIES OF JOHN CHEEVER		9783832180317
1048	 John D. MacDonald.**BARRIER ISLAND		9780745171135
1049	 John D. MacDonald.**CINNAMON SKIN		9780330280662
1050	 John D. MacDonald.**CONDOMINIUM		9781306190404
1051	 John D. MacDonald.**FREE FALL IN CRIMSON		9780330266666
1052	 John D. MacDonald.**ONE MORE SUNDAY		9780450058196
1053	 John D. MacDonald.**THE EMPTY COPPER SEA		9780397012206
1054	 John D. MacDonald.**THE GREEN RIPPER		9781299043749
1055	 John D. MacDonald.**THE LONELY SILVER RAIN		9780517386521
1056	 John Darnton.**NEANDERTHAL		9780091802028
1057	 John Dunning.**THE BOOKMAN'S PROMISE		9780743476294
1058	 John Fowles.**A MAGGOT		9780330324120
1059	 John Fowles.**DANIEL MARTIN		9780099743811
1060	 John Fowles.**THE EBONY TOWER		9780452267107
1061	 John Gardner.**FOR SPECIAL SERVICES		9780425058602
1062	 John Gardner.**ICEBREAKER		9780857820495
1063	 John Gardner.**LICENSE RENEWED		9780340268735
1064	 John Gardner.**NICKEL MOUNTAIN		9781306630894
1065	 John Gardner.**NO DEALS		9781409135678
1066	 John Gardner.**NOBODY LIVES FOREVER		9780340398609
1067	 John Gardner.**OCTOBER LIGHT		9780394740584
1068	 John Gardner.**ROLE OF HONOR		9780857820501
1069	 John Gardner.**SCORPIUS		9780425131404
1070	 John Gardner.**WIN		
1071	 John Gregory Dunne.**THE RED WHITE AND BLUE		9780312909666
1072	 John Gregory Dunne.**TRUE CONFESSIONS		9780525223658
1073	 John Grisham.**A PAINTED HOUSE		9783641110253
1074	 John Grisham.**BLEACHERS		9788852015793
1075	 John Grisham.**HOUSE		9783641110253
1076	 John Grisham.**PLAYING FOR PIZZA		9780099557265
1077	 John Grisham.**SKIPPING CHRISTMAS		9780712620048
1078	 John Grisham.**THE APPEAL		9781299026032
1079	 John Grisham.**THE BRETHREN		9788611172798
1080	 John Grisham.**THE BROKER		9785976209220
1081	 John Grisham.**THE CHAMBER		9784102409091
1082	 John Grisham.**THE CLIENT		9780099537083
1083	 John Grisham.**THE FIRM		9780440295181
1084	 John Grisham.**THE KING OF TORTS		9781407059136
1085	 John Grisham.**THE LAST JUROR		9783828977990
1086	 John Grisham.**THE PARTNER		9780553455533
1087	 John Grisham.**THE PELICAN BRIEF		9781875980123
1088	 John Grisham.**THE RAINMAKER		9780345531933
1089	 John Grisham.**THE RUNAWAY JURY		9781856868136
1090	 John Grisham.**THE STREET LAWYER		9783526434047
1091	 John Grisham.**THE SUMMONS		9789875665644
1092	 John Grisham.**THE TESTAMENT		9780345531964
1093	 John Irving.**A PRAYER FOR OWEN MEANY		9781840023343
1094	 John Irving.**A SON OF THE CIRCUS		9783257060706
1095	 John Irving.**A WIDOW FOR ONE YEAR		9780552997966
1096	 John Irving.**THE CIDER HOUSE RULES		9780786226757
1097	 John Irving.**THE FOURTH HAND		9782744160615
1098	 John Irving.**THE HOTEL NEW HAMPSHIRE		9780345400482
1099	 John Irving.**THE WORLD ACCORDING TO GARP		9780575025615
1100	 John Irving.**UNTIL I FIND YOU		9780676977165
1101	 John Jakes.**CALIFORNIA GOLD		9780345369086
1102	 John Jakes.**CHARLESTON		
1103	 John Jakes.**HEAVEN AND HELL		9781590400852
1104	 John Jakes.**LOVE AND WAR		9780006171584
1105	 John Jakes.**NORTH AND SOUTH		9780451235985
1106	 John Lescroart.**BETRAYAL		9780755393312
1107	 John Lescroart.**THE FIRST LAW		9780525947059
1108	 John Lescroart.**THE HUNT CLUB		9780451220103
1109	 John Lescroart.**THE OATH		9781101209684
1110	 John Lescroart.**THE SECOND CHAIR		9781597106771
1111	 John Lescroart.**THE SUSPECT		9781429523950
1112	 John M. Del Vecchio.**THE 13TH VALLEY		9780986195501
1113	 John Mortimer.**PARADISE POSTPONED		9780141049526
1114	 John Sandford.**BROKEN PREY		9780786564613
1115	 John Sandford.**CERTAIN PREY		9781101146194
1116	 John Sandford.**CHOSEN PREY		9780425275221
1117	 John Sandford.**DARK OF THE MOON		9781847391858
1118	 John Sandford.**DEAD WATCH		9781101146811
1119	 John Sandford.**EASY PREY		
1120	 John Sandford.**INVISIBLE PREY		9781594132483
1121	 John Sandford.**MIND PREY		9781436222990
1122	 John Sandford.**MORTAL PREY		9780743415569
1123	 John Sandford.**NIGHT PREY		9781464047862
1124	 John Sandford.**PHANTOM PREY		9780425227985
1125	 John Sandford.**SECRET PREY		9780786508594
1126	 John Sandford.**SILENT PREY		9781101146248
1127	 John Sandford.**SUDDEN PREY		9780747218975
1128	 John Sandford.**THE DEVIL'S CODE		9785559315904
1129	 John Sandford.**THE HANGED MAN'S SONG		9780786545957
1130	 John Sandford.**THE NIGHT CREW		9780425162903
1131	 John Sandford.**WINTER PREY		9780399140716
1132	 John Saul.**BLACK CREEK CROSSING		9781299059139
1133	 John Saul.**SECOND CHILD		9780553403220
1134	 John Updike.**A MONTH OF SUNDAYS		9780233981048
1135	 John Updike.**BECH IS BACK		9780140068177
1136	 John Updike.**IN THE BEAUTY OF THE LILIES		9780449224908
1137	 John Updike.**MARRY ME		9780140046434
1138	 John Updike.**RABBIT AT REST		9780394588155
1139	 John Updike.**RABBIT IS RICH		9782070387113
1140	 John Updike.**ROGER'S VERSION		9781627159159
1141	 John Updike.**S.		9781299064683
1142	 John Updike.**TERRORIST		9780345498755
1143	 John Updike.**THE COUP		9780233970943
1144	 John Updike.**THE WITCHES OF EASTWICK		9785389114319
1145	 John le Carre.**ABSOLUTE FRIENDS		9782020799089
1146	 John le Carre.**THE CONSTANT GARDENER		9780708993132
1147	 John le Carré.**A PERFECT SPY		9788497930499
1148	 John le Carré.**OUR GAME		9780340640265
1149	 John le Carré.**SINGLE & SINGLE		
1150	 John le Carré.**SMILEY'S PEOPLE		9780743455800
1151	 John le Carré.**THE CONSTANT GARDENER		9780708993132
1152	 John le Carré.**THE HONORABLE SCHOOLBOY		9780553049886
1153	 John le Carré.**THE HONOURABLE SCHOOLBOY		9780553049886
1154	 John le Carré.**THE LITTLE DRUMMER GIRL		9780394530154
1155	 John le Carré.**THE MISSION SONG		9780340921999
1156	 John le Carré.**THE RUSSIA HOUSE		9783462020007
1157	 John le Carré.**THE SECRET PILGRIM		9780241962190
1158	 John le Carré.**THE TAILOR OF PANAMA		9781101968338
1159	 John le Carré.**TINKER		9783471780862
1160	 Jonathan Franzen.**THE CORRECTIONS		9780007232444
1161	 Jonathan Kellerman.**A COLD HEART		9781920798055
1162	 Jonathan Kellerman.**BAD LOVE		9789024527083
1163	 Jonathan Kellerman.**BILLY STRAIGHT		9782021284652
1164	 Jonathan Kellerman.**COMPULSION		9780739307212
1165	 Jonathan Kellerman.**DEVIL'S WALTZ		9780316902939
1166	 Jonathan Kellerman.**DR. DEATH		9780345467478
1167	 Jonathan Kellerman.**FLESH AND BLOOD		9780356207704
1168	 Jonathan Kellerman.**GONE		9780739345863
1169	 Jonathan Kellerman.**MONSTER		9780375727948
1170	 Jonathan Kellerman.**OBSESSION		9780739326688
1171	 Jonathan Kellerman.**PRIVATE EYES		9780751528367
1172	 Jonathan Kellerman.**RAGE		9781415945377
1173	 Jonathan Kellerman.**SILENT PARTNER		9780751510652
1174	 Jonathan Kellerman.**SURVIVAL OF THE FITTEST		9780345463715
1175	 Jonathan Kellerman.**THE CLINIC		9784444400060
1176	 Jonathan Kellerman.**THE CONSPIRACY CLUB		9785559608433
1177	 Jonathan Kellerman.**THE MURDER BOOK		9780009377808
1178	 Jonathan Kellerman.**THE WEB		9780553089219
1179	 Jonathan Kellerman.**THERAPY		9780739313305
1180	 Jonathan Kellerman.**TWISTED		9781415904657
1181	 Jonathan Winters.**WINTERS' TALES		9780394759784
1182	 Joseph F. Girzone.**JOSHUA AND THE CHILDREN		9780020199052
1183	 Joseph F. Girzone.**THE SHEPHERD		9780020199083
1184	 Joseph Finder.**PARANOIA		9780312936129
1185	 Joseph Finder.**POWER PLAY		9781250127785
1186	 Joseph Heller.**GOD KNOWS		9782246346418
1187	 Joseph Heller.**GOOD AS GOLD		9788071455707
1188	 Joseph Heller.**SOMETHING HAPPENED		9780345301772
1189	 Joseph Kanon.**LOS ALAMOS		9782080673602
1190	 Joseph Wambaugh.**FUGITIVE NIGHTS		9781453238974
1191	 Joseph Wambaugh.**HOLLYWOOD CROWS		9781849167635
1192	 Joseph Wambaugh.**THE BLACK MARBLE		9781453229385
1193	 Joseph Wambaugh.**THE CHOIRBOYS		9780752851310
1194	 Joseph Wambaugh.**THE DELTA STAR		9780688019129
1195	 Joseph Wambaugh.**THE GLITTER DOME		9781453229408
1196	 Joseph Wambaugh.**THE GOLDEN ORANGE		9780688094089
1197	 Joseph Wambaugh.**THE SECRETS OF HARRY BRIGHT		9780718126995
1198	 Joyce Carol Oates.**BELLEFLEUR		9780062269164
1199	 Joyce Haber.**THE USERS		9780440092209
1200	 Jude Deveraux.**KNIGHT IN SHINING ARMOR		9785170434473
1201	 Jude Deveraux.**LEGEND		9781476731230
1202	 Jude Deveraux.**MOUNTAIN LAUREL		9785170458745
1203	 Jude Deveraux.**SOMEONE TO LOVE		9781847391384
1204	 Jude Deveraux.**SWEET LIAR		9788071187530
1205	 Jude Deveraux.**TEMPTATION		
1206	 Jude Deveraux.**THE SUMMERHOUSE		9780671014193
1207	 Jude Deveraux.**WILD ORCHIDS		9780743467612
1208	 Judith Guest.**ORDINARY PEOPLE		9780345307347
1209	 Judith Guest.**SECOND HEAVEN		9780816135158
1210	 Judith Krantz.**DAZZLE		9781299208650
1211	 Judith Krantz.**I'LL TAKE MANHATTAN		9780857501639
1212	 Judith Krantz.**LOVERS		9780517158821
1213	 Judith Krantz.**MISTRAL'S DAUGHTER		9781299207837
1214	 Judith Krantz.**PRINCESS DAISY		9781299041974
1215	 Judith Krantz.**SCRUPLES		9788401491634
1216	 Judith Krantz.**TILL WE MEET AGAIN		9780896212282
1217	 Judith McNaught.**EVERY BREATH YOU TAKE		9780749936952
1218	 Judith McNaught.**PARADISE		
1219	 Judith McNaught.**PERFECT		9783453212749
1220	 Judith McNaught.**REMEMBER WHEN		9780671795559
1221	 Judith McNaught.**SOMEONE TO WATCH OVER ME		9785559022154
1222	 Judith Michael.**A RULING PASSION		9781476715421
1223	 Judith Michael.**ACTS OF LOVE		9780751527292
1224	 Judith Michael.**DECEPTIONS		9784444403757
1225	 Judith Michael.**INHERITANCE		9781514280348
1226	 Judith Michael.**POSSESSIONS		9781439141342
1227	 Judith Michael.**POT OF GOLD		9781568950600
1228	 Judith Michael.**PRIVATE AFFAIRS		9780751525939
1229	 Judith Michael.**SLEEPING BEAUTY		9780751502480
1230	 Judith Rossner.**ATTACHMENTS		9780671441005
1231	 Judith Rossner.**AUGUST		9780395860069
1232	 Judith Rossner.**LOOKING FOR MR. GOODBAR		9780340208182
1233	 Judith Viorst.**FOREVER FIFTY: And Other Negotiations		9781501105876
1234	 Judith and Garfield Reeves-Stevens.**PRIME DIRECTIVE		
1235	 Judy Blume.**SMART WOMAN		9780671693114
1236	 Judy Blume.**SMART WOMEN		9780671693114
1237	 Judy Blume.**SUMMER SISTERS		9780385324052
1238	 Judy Blume.**WIFEY		9780399122415
1239	 Julia London with Alina Adams.**JONATHAN’S STORY		
1240	 Julie Garwood.**COME THE SPRING		9788422683032
1241	 Julie Garwood.**FOR THE ROSES		9789501517286
1242	 Julie Garwood.**HEARTBREAKER		9780671034009
1243	 Julie Garwood.**KILLJOY		9780345487407
1244	 Julie Garwood.**MERCY		9785170605149
1245	 Julie Garwood.**MURDER LIST		9781593356835
1246	 Julie Garwood.**PRINCE CHARMING		9785237031508
1247	 Julie Garwood.**RANSOM		9784863320864
1248	 Julie Garwood.**SAVING GRACE		
1249	 Julie Garwood.**SHADOW DANCE		9781423306443
1250	 Julie Garwood.**SHADOW MUSIC		9780739357583
1251	 Julie Garwood.**THE WEDDING		9780743467216
1252	 Julie Salamon.**THE CHRISTMAS TREE		9780756786786
1253	 Junot Díaz.**THE BRIEF WONDROUS LIFE OF OSCAR WAO		9780307833570
1254	 Karen Joy Fowler.**THE JANE AUSTEN BOOK CLUB		9782264069412
1255	 Karen Marie Moning.**BLOODFEVER		9781299124783
1256	 Karen Robards.**BEACHCOMBER		9780743453493
1257	 Karen Robards.**GUILTY		9781101024614
1258	 Karen Robards.**OBSESSION		9781436218139
1259	 Karen Robards.**VANISHED		9780451221018
1260	 Karen Robards.**WHISPERS AT MIDNIGHT		9780743453462
1261	 Karen Traviss.**SACRIFICE		9780739342749
1262	 Karin Slaughter.**BEYOND REACH		9782246749516
1263	 Karleen Koen.**THROUGH A GLASS DARKLY		9785551630937
1264	 Kate Mosse.**LABYRINTH		9783426196601
1265	 Kate White.**IF LOOKS COULD KILL		9780446596459
1266	 Kathleen E. Woodiwiss.**EVERLASTING		9780061363542
1267	 Kathleen E. Woodiwiss.**THE RELUCTANT SUITOR		9780060884215
1268	 Kathleen McGowan.**THE EXPECTED ONE		9780743295321
1269	 Kathy Reichs.**BONES TO ASHES		9781416577447
1270	 Kathy Reichs.**BREAK NO BONES		9781449896881
1271	 Kathy Reichs.**DEADLY DECISIONS		9780743204293
1272	 Kathy Reichs.**DEJA DEAD		9788088915157
1273	 Kathy Reichs.**FATAL VOYAGE		9783442359158
1274	 Kathy Reichs.**GRAVE SECRETS		9780792726647
1275	 Kathy Tyers.**THE NEW JEDI ORDER: Balance Point		9780345428578
1276	 Kathy Tyers.**THE TRUCE AT BAKURA		9780553505962
1277	 Kay Hooper.**BLOOD DREAMS		9781423332985
1278	 Kay Hooper.**CHILL OF FEAR		9781596003347
1279	 Kay Hooper.**SENSE OF EVIL		9780553897241
1280	 Kay Hooper.**SLEEPING WITH FEAR		9781423309383
1281	 Kaye Gibbons.**CHARMS FOR THE EASY LIFE		9780349105581
1282	 Kelley Armstrong.**NO HUMANS INVOLVED		9780748108664
1283	 Ken Follett.**A DANGEROUS FORTUNE		9780330332651
1284	 Ken Follett.**A PLACE CALLED FREEDOM		9782221124307
1285	 Ken Follett.**CODE TO ZERO		9780786522453
1286	 Ken Follett.**EYE OF THE NEEDLE		9783785709351
1287	 Ken Follett.**HORNET FLIGHT		9781101209899
1288	 Ken Follett.**JACKDAWS		9788388087769
1289	 Ken Follett.**LIE DOWN WITH LIONS		9783838703497
1290	 Ken Follett.**NIGHT OVER WATER		9788580415636
1291	 Ken Follett.**PILLARS OF THE EARTH		9788401323386
1292	 Ken Follett.**THE HAMMER OF EDEN		9780736651455
1293	 Ken Follett.**THE KEY TO REBECCA		9788804622925
1294	 Ken Follett.**THE MAN FROM ST. PETERSBURG		9780688011505
1295	 Ken Follett.**THE PILLARS OF THE EARTH		9788401323386
1296	 Ken Follett.**THE THIRD TWIN		9789724609027
1297	 Ken Follett.**TRIPLE		9788370822880
1298	 Ken Follett.**WORLD WITHOUT END		9781743038178
1299	 Kendall Hart.**CHARM!		
1300	 Kent Haruf.**PLAINSONG		9781568958392
1301	 Kevin J. Anderson.**DARKSABER		9782823844528
1302	 Khaled Hosseini.**A THOUSAND SPLENDID SUNS		9781594483851
1303	 Kim Harrison.**FOR A FEW DEMONS MORE		9780062247636
1304	 Kim Harrison.**THE OUTLAW DEMON WAILS		9780061149825
1305	 Kimberla Lawson Ro.**SIN NO MORE		
1306	 Kirk Douglas.**DANCE WITH THE DEVIL		9780517083468
1307	 Kit Williams.**BOOK WITHOUT A NAME		
1308	 Kit Williams.**MASQUERADE		9780224016179
1309	 Kristin Hannah.**FIREFLY LANE		9781447231165
1310	 Kurt Andersen.**HEYDAY		9781299097117
1311	 Kurt Vonnegut.**BLUEBEARD		9785403033831
1312	 Kurt Vonnegut.**DEADEYE DICK		9780307567369
1313	 Kurt Vonnegut.**GALAPAGOS		9788845216503
1314	 Kurt Vonnegut.**HOCUS POCUS		9786063302961
1315	 Kurt Vonnegut.**JAILBIRD		9780440054832
1316	 Kurt Vonnegut.**SLAPSTICK		9780440180098
1317	 Kurt Vonnegut.**TIMEQUAKE		9788845236280
1318	 L. Ron Hubbard and Dave Wolverton.**A VERY STRANGE TRIP		9781592124091
1319	 L. Ron Hubbard.**AN ALIEN AFFAIR		9781592120772
1320	 L. Ron Hubbard.**BATTLEFIELD EARTH		9781619865099
1321	 L. Ron Hubbard.**BLACK GENESIS		9780606086684
1322	 L. Ron Hubbard.**DEATH QUEST		9781870451024
1323	 L. Ron Hubbard.**DISASTER		9780792482093
1324	 L. Ron Hubbard.**FORTUNE OF FEAR		9780685134689
1325	 L. Ron Hubbard.**THE DOOMED PLANET		9781592125876
1326	 L. Ron Hubbard.**THE ENEMY WITHIN		9781592121823
1327	 L. Ron Hubbard.**THE INVADERS PLAN		9780884044840
1328	 L. Ron Hubbard.**VILLAINY VICTORIOUS		9781870451154
1329	 L. Ron Hubbard.**VOYAGE OF VENGEANCE		9781592121861
1330	 LaVyrle Spencer.**BITTER SWEET		9781101425091
1331	 LaVyrle Spencer.**BYGONES		9780515110548
1332	 LaVyrle Spencer.**FAMILY BLESSINGS		9781423743361
1333	 LaVyrle Spencer.**FORGIVING		9780786528134
1334	 LaVyrle Spencer.**HOME SONG		9780786561742
1335	 LaVyrle Spencer.**MORNING GLORY		9780896218994
1336	 LaVyrle Spencer.**SMALL TOWN GIRL		9780399145483
1337	 LaVyrle Spencer.**THAT CAMDEN SUMMER		9780708989494
1338	 LaVyrle Spencer.**THEN CAME HEAVEN		9780399146992
1339	 Lalita Tademy.**CANE RIVER		9780759592711
1340	 Larry Bond.**RED PHOENIX		9780356188164
1341	 Larry Bond.**VORTEX		9780446515665
1342	 Larry Collins and Dominique Lapierre.**THE FIFTH HORSEMAN		9788422612117
1343	 Larry Collins.**FALL FROM GRACE		9780451966803
1344	 Larry McMurtry.**ANYTHING FOR BILLY		9781451607741
1345	 Larry McMurtry.**BUFFALO GIRLS		9780743216296
1346	 Larry McMurtry.**COMANCHE MOON		9781439126219
1347	 Larry McMurtry.**DEAD MAN'S WALK		9781447274636
1348	 Larry McMurtry.**DUANE'S DEPRESSED		9780756756307
1349	 Larry McMurtry.**LONESOME DOVE		9789721026728
1350	 Larry McMurtry.**SIN KILLER		9780743525107
1351	 Larry McMurtry.**SOME CAN WHISTLE		9780816149872
1352	 Larry McMurtry.**TELEGRAPH DAYS		9780743476911
1353	 Larry McMurtry.**TEXASVILLE		9780671657642
1354	 Larry Niven and Jerry Pournelle.**FOOTFALL		9780345323446
1355	 Laura Esquivel.**LIKE WATER FOR CHOCOLATE		9788811665199
1356	 Laura Esquivel.**THE LAW OF LOVE		9789700508900
1357	 Laura Lippman.**ANOTHER THING TO FALL		9780061128875
1358	 Laura Lippman.**WHAT THE DEAD KNOW		9781405618502
1359	 Laurell K. Hamilton.**A CARESS OF TWILIGHT		9781407068961
1360	 Laurell K. Hamilton.**A KISS OF SHADOWS		9781423333838
1361	 Laurell K. Hamilton.**A LICK OF FROST		9780593059487
1362	 Laurell K. Hamilton.**CERULEAN SINS		9781841492018
1363	 Laurell K. Hamilton.**DANSE MACABRE		9781841494746
1364	 Laurell K. Hamilton.**INCUBUS DREAMS		9781590862056
1365	 Laurell K. Hamilton.**MISTRAL'S KISS		9780345443618
1366	 Laurell K. Hamilton.**MISTRAL’S KISS		9780345443618
1367	 Laurell K. Hamilton.**NARCISSUS IN CHAINS		9781590862087
1368	 Laurell K. Hamilton.**SEDUCED BY MOONLIGHT		9781407069029
1369	 Laurell K. Hamilton.**STRANGE CANDY		9780425212011
1370	 Laurell K. Hamilton.**THE HARLEQUIN		9781101147108
1371	 Lauren Groff.**THE MONSTERS OF TEMPLETON		9780434017843
1372	 Lauren Weisberger.**THE DEVIL WEARS PRADA		9789041763143
