	author_title	isbn10	isbn13
459	 Diane Setterfield.**THE THIRTEENTH TALE		9788499088068
460	 Dick Francis and Felix Francis.**DEAD HEAT		9780739488492
461	 Dick Francis.**10 LB. PENALTY		9781101007204
462	 Dick Francis.**BANKER		9780816136049
463	 Dick Francis.**BOLT		9780718135089
464	 Dick Francis.**BREAK IN		9780816141623
465	 Dick Francis.**COME TO GRIEF		9780783815084
466	 Dick Francis.**COMEBACK		9780831750428
467	 Dick Francis.**DECIDER		9781101204788
468	 Dick Francis.**DRIVING FORCE		9780330329514
469	 Dick Francis.**FIELD OF THIRTEEN		9781568956954
470	 Dick Francis.**HOT MONEY		9780141929613
471	 Dick Francis.**LONGSHOT		9780449220849
472	 Dick Francis.**PROOF		9781405916639
473	 Dick Francis.**REFLEX		9780330266628
474	 Dick Francis.**SECOND WIND		9780718144128
475	 Dick Francis.**SHATTERED		9781405916622
476	 Dick Francis.**STRAIGHT		9780399134708
477	 Dick Francis.**THE DANGER		9780816137244
478	 Dick Francis.**THE EDGE		9780816148257
479	 Dick Francis.**TO THE HILT		9780515122824
480	 Dick Francis.**TWICE SHY		9780515134889
481	 Dick Francis.**UNDER ORDERS		9781594132018
482	 Dick Francis.**WHIP HAND		9780449212745
483	 Dick Francis.**WILD HORSES		9780425196748
484	 Dominick Dunne.**A SEASON IN PURGATORY		9780449004388
485	 Dominick Dunne.**AN INCONVENIENT WOMAN		9780553289060
486	 Dominick Dunne.**ANOTHER CITY		9781299042278
487	 Dominick Dunne.**PEOPLE LIKE US		9780345430540
488	 Dominick Dunne.**THE TWO MRS. GRENVILLES		9780553173055
489	 Don DeLillo.**FALLING MAN		9780743567183
490	 Don DeLillo.**LIBRA		9788432290770
491	 Don DeLillo.**UNDERWORLD		9783462306026
492	 Don Imus.**GOD'S OTHER SON		9780765107770
493	 Donald McCaig.**RHETT BUTLER’S PEOPLE		9781447251330
494	 Donna Tartt.**THE LITTLE FRIEND		9782259221870
495	 Donna VanLiere.**THE CHRISTMAS SHOES		9781585476428
496	 Doris Mortman.**FIRST BORN		9780340424698
497	 Dorothea Benton Frank.**BULLS ISLAND		9780061438431
498	 Dorothea Benton Frank.**FULL OF GRACE		9780061172922
499	 Dorothea Benton Frank.**THE LAND OF MANGO SUNSETS		9780062640857
500	 Dorothy Allison.**CAVEDWELLER		9782714474179
501	 Dorothy Uhnak.**FALSE WITNESS		9781471906565
502	 Dorothy Uhnak.**THE INVESTIGATION		9780671445324
503	 Douglas Adams.**DIRK GENTLY'S HOLISTIC DETECTIVE AGENCY		9789639237292
504	 Douglas Adams.**LIFE		9789638009661
505	 Douglas Adams.**MOSTLY HARMLESS		9781558005686
506	 Douglas Adams.**SO LONG		9780606251235
507	 Douglas Adams.**THE LONG DARK TEA-TIME OF THE SOUL		9788433923431
508	 Douglas Preston and Lincoln Child.**BRIMSTONE		9781586216573
509	 Douglas Preston and Lincoln Child.**THE BOOK OF THE DEAD		9781306755146
510	 Douglas Preston and Lincoln Child.**THE WHEEL OF DARKNESS		9781455584406
511	 Douglas Preston.**BLASPHEMY		9788401353178
512	 Douglas Preston.**TYRANNOSAUR CANYON		9783426554555
513	 Dr. Seuss.**DAISY-HEAD MAYZIE		9780007175215
514	 Dr. Seuss.**THE BUTTER BATTLE BOOK		9780394965802
515	 Drew Karpyshyn.**DARTH BANE: PATH OF DESTRUCTION		9780307795823
516	 Drew Karpyshyn.**DARTH BANE: RULE OF TWO		9781299077874
517	 E. Annie Proulx.**ACCORDION CRIMES		9780684832821
518	 E. L. Doctorow.**BILLY BATHGATE		9788085611205
519	 E. L. Doctorow.**CITY OF GOD		9780356220789
520	 E. L. Doctorow.**RAGTIME		9788489746398
521	 E. L. Doctorow.**THE MARCH		9780812976151
522	 E. L. Doctorow.**WORLD'S FAIR		
523	 E. Lynn Harris.**A LOVE OF MY OWN		9781299095977
524	 E. Lynn Harris.**ABIDE WITH ME		9780786250622
525	 E. Lynn Harris.**AND THIS TOO SHALL PASS		9781299035645
526	 E. Lynn Harris.**ANY WAY THE WIND BLOWS		9780786257928
527	 E. Lynn Harris.**I SAY A LITTLE PRAYER		9781299016095
528	 E. Lynn Harris.**IF THIS WORLD WERE MINE		9780307831750
529	 E. Lynn Harris.**NOT A DAY GOES BY		9780307715029
530	 E. T. A. Hoffmann.**NUTCRACKER		9785170730070
531	 E.L. Doctorow.**LOON LAKE		9780333306413
532	 E.L. Doctorow.**THE WATERWORKS		9780330356664
533	 Ed McBain.**KISS		9780434441068
534	 Edward Rutherfurd.**LONDON		9783426618301
535	 Edward Rutherfurd.**RUSSKA		9788852056970
536	 Edward Rutherfurd.**SARUM		9780517563380
537	 Edward Rutherfurd.**THE PRINCES OF IRELAND		9780375433016
538	 Eileen Goudge.**GARDEN OF LIES		9780451972101
539	 Eileen Goudge.**SUCH DEVOTED SISTERS		9781453223178
540	 Elia Kazan.**THE UNDERSTUDY		9780812881936
541	 Elizabeth Berg.**DREAM WHEN YOU’RE FEELING BLUE		9780345487544
542	 Elizabeth Berg.**OPEN HOUSE		9783442450411
543	 Elizabeth Buchan.**REVENGE OF THE MIDDLE-AGED WOMAN		9780141001111
544	 Elizabeth Forsythe Hailey.**LIFE SENTENCES		9780340338445
545	 Elizabeth Forsythe Halley.**LIFE SENTENCES		9780340338445
546	 Elizabeth George.**A PLACE OF HIDING		9782744171833
547	 Elizabeth George.**A TRAITOR TO MEMORY		9781299096462
548	 Elizabeth George.**CARELESS IN RED		9780061562785
549	 Elizabeth George.**DECEPTION ON HIS MIND		9785457229020
550	 Elizabeth George.**IN PURSUIT OF THE PROPER SINNER		9780375727993
551	 Elizabeth George.**WHAT CAME BEFORE HE SHOT HER		9785699413096
552	 Elizabeth George.**WITH NO ONE AS WITNESS		9780060874599
553	 Elizabeth Kostova.**THE HISTORIAN		9783827071439
554	 Elizabeth Lowell.**ALWAYS TIME TO DIE		9780061160639
555	 Elizabeth Lowell.**AMBER BEACH		9780061343636
556	 Elizabeth Lowell.**DIE IN PLAIN SIGHT		9780060558451
557	 Elizabeth Lowell.**EDEN BURNING		9780061188152
558	 Elizabeth Lowell.**INNOCENT AS SIN		9780061259302
559	 Elizabeth Lowell.**MIDNIGHT IN RUBY BAYOU		9780380974054
560	 Elizabeth Lowell.**MOVING TARGET		9780061188688
561	 Elizabeth Lowell.**RUNNING SCARED		9780060814991
562	 Elizabeth Lowell.**THE WRONG HOSTAGE		9780061190865
563	 Elizabeth Lowell.**THIS TIME LOVE		9780060531508
564	 Elizabeth Peters.**CHILDREN OF THE STORM		9781845295622
565	 Elizabeth Peters.**HE SHALL THUNDER IN THE SKY		9780380976591
566	 Elizabeth Peters.**LORD OF THE SILENT		9780061188237
567	 Elizabeth Peters.**THE GOLDEN ONE		9781841195278
568	 Elizabeth Peters.**THE SERPENT ON THE CROWN		9780060840723
569	 Elizabeth Peters.**TOMB OF THE GOLDEN BIRD		9781845293369
570	 Elizabeth Strout.**AMY AND ISABELLE		9783492235976
571	 Elmore Leonard.**BANDITS		9780060563844
572	 Elmore Leonard.**BE COOL		9780440235057
573	 Elmore Leonard.**CUBA LIBRE		9780670879885
574	 Elmore Leonard.**FREAKY DEAKY		9788202128999
575	 Elmore Leonard.**GET SHORTY		9780060547325
576	 Elmore Leonard.**GLITZ		9780140814781
577	 Elmore Leonard.**KILLSHOT		9780688166380
578	 Elmore Leonard.**MAXIMUM BOB		9785553534448
579	 Elmore Leonard.**MR. PARADISE		9788858414408
580	 Elmore Leonard.**OUT OF SIGHT		9780060084103
581	 Elmore Leonard.**PAGAN BABIES		9780440295907
582	 Elmore Leonard.**TISHOMINGO BLUES		9780060512286
583	 Elmore Leonard.**UP IN HONEY’S ROOM		9780061438806
584	 Emily Giffin.**BABY PROOF		9782290014608
585	 Emily Giffin.**LOVE THE ONE YOU’RE WITH		9781409106623
586	 Emma McLaughlin and Nicola Kraus.**THE NANNY DIARIES		9781587242755
587	 Eric Jerome Dickey.**BETWEEN LOVERS		9781442077416
588	 Eric Jerome Dickey.**CHASING DESTINY		9781596000094
589	 Eric Jerome Dickey.**LIAR'S GAME		9780525944836
590	 Eric Jerome Dickey.**SLEEPING WITH STRANGERS		9781596000131
591	 Eric Jerome Dickey.**WAKING WITH ENEMIES		9780786295456
592	 Eric V. Lustbader.**WHITE NINJA		9781480470972
593	 Eric Van Lustbader.**FRENCH KISS		9780449218495
594	 Eric Van Lustbader.**JIAN		9780345466815
595	 Eric Van Lustbader.**SHAN		9788817113847
596	 Eric Van Lustbader.**SIRENS		9780586055366
597	 Eric Van Lustbader.**THE BOURNE BETRAYAL		9789532401134
598	 Eric Van Lustbader.**THE MIKO		9780449200605
599	 Eric Van Lustbader.**THE NINJA		9780449200605
600	 Erica Jong.**ANY WOMAN'S BLUES		9780701136727
601	 Erica Jong.**FANNY		9783100377043
602	 Erica Jong.**HOW TO SAVE YOUR OWN LIFE		9780436224454
603	 Erich Segal.**ACTS OF FAITH		9780099101710
604	 Erich Segal.**DOCTORS		9781322666471
605	 Erich Segal.**MAN		
606	 Erich Segal.**OLIVER'S STORY		9788022008969
607	 Erich Segal.**THE CLASS		9780553172331
608	 Ernest Hemingway.**THE GARDEN OF EDEN		9788804466451
609	 Ernest Hemingway.**TRUE AT FIRST LIGHT		9782070420360
610	 Ernest K. Gann.**THE AVIATOR		9780340267554
611	 Ethan Canin.**EMPEROR OF THE AIR		9780747518426
612	 Eugenia Price.**BEAUTY FROM ASHES		9780385423144
613	 Eugenia Price.**SAVANNAH		9780515104868
614	 Eugenia Price.**STRANGER IN SAVANNAH		9781630264277
615	 F. Lee Bailey.**SECRETS		9780861610174
616	 Fannie Flagg.**A REDBIRD CHRISTMAS		9780099490487
617	 Fannie Flagg.**CAN'T WAIT TO GET TO HEAVEN		9781588366191
618	 Fannie Flagg.**STANDING IN THE RAINBOW		9780804119351
619	 Faye Kellerman.**MOON MUSIC		9780061477096
620	 Faye Kellerman.**SERPENT'S TOOTH		
621	 Faye Kellerman.**STALKER		
622	 Faye Kellerman.**STONE KISS		9780446405065
623	 Faye Kellerman.**STREET DREAMS		9780759587847
624	 Faye Kellerman.**THE BURNT HOUSE		9780007243228
625	 Faye Kellerman.**THE FORGOTTEN		9780747259244
626	 Fern Michaels.**LATE BLOOMER		9780743549219
627	 Fern Michaels.**PLAIN JANE		9780786234356
628	 Francine du Plessix Gray.**LOVERS AND TYRANTS		9780671223380
629	 Frank De Felitta.**AUDREY ROSE		9780330250238
630	 Frank Herbert.**CHAPTERHOUSE: DUNE		9782266235853
631	 Frank Herbert.**GOD EMPEROR OF DUNE		9780881036350
632	 Frank Herbert.**HERETICS OF DUNE		9789651304217
633	 Frank McDonald.**PROVENANCE		
634	 Fred Mustard Stewart.**CENTURY		9780688003982
635	 Fred Mustard Stewart.**ELLIS ISLAND		9788432240119
636	 Fred Mustard Stewart.**THE TITAN		9780816139392
637	 Frederick Forsyth.**NO COMEBACKS		9780745159454
638	 Frederick Forsyth.**THE DEVIL'S ALTERNATIVE		9780099559825
639	 Frederick Forsyth.**THE DOGS OF WAR		9780553255249
640	 Frederick Forsyth.**THE FIST OF GOD		9784042537182
641	 Frederick Forsyth.**THE FOURTH PROTOCOL		9788401321061
642	 Frederick Forsyth.**THE NEGOTIATOR		9780553702101
643	 Gabriel Garcia Marquez.**LOVE IN THE TIME OF CHOLERA		9783423113601
644	 Gabriel Garcia Marquez.**OF LOVE AND OTHER DEMONS		9789871138043
645	 Gabriel Garcia Marquez.**THE AUTUMN OF THE PATRIARCH		9788402075444
646	 Gabriel Garcia Marquez.**THE GENERAL IN HIS LABYRINTH		9783442072903
647	 Gael Greene.**BLUE SKIES		9780983736660
648	 Gail Godwin.**A MOTHER AND TWO DAUGHTERS		9780434297504
649	 Gail Godwin.**A SOUTHERN FAMILY		9780330302562
650	 Gail Godwin.**EVENSONG		9780345372444
651	 Gail Godwin.**THE FINISHING SCHOOL		9780893409241
652	 Garrison Keillor .**LAKE WOBEGON DAYS		9781598873290
653	 Garrison Keillor.**HAPPY TO BE HERE		9780140064827
654	 Garrison Keillor.**LAKE WOBEGON DAYS		9781598873290
655	 Garrison Keillor.**LAKE WOBEGON SUMMER 1956		9780571210145
656	 Garrison Keillor.**LEAVING HOME		9780571180929
657	 Garrison Keillor.**LOVE ME		9780571217236
658	 Garrison Keillor.**PONTOON		9780571240227
659	 Garrison Keillor.**THE BOOK OF GUYS		9781568950655
660	 Garrison Keillor.**WE ARE STILL MARRIED		9780816148707
661	 Garrison Keillor.**WLT		9780143195436
662	 Garrison Keillor.**WOBEGON BOY		9781598870503
663	 Garson Kanin.**MOVIOLA		9780330261432
664	 Garth Stein.**THE ART OF RACING IN THE RAIN		9780061567223
665	 Gary Jennings.**THE JOURNEYER		9780765323491
666	 Gary Troup.**BAD TWIN		9781905026296
667	 Gay Courter.**THE MIDWIFE		9780451156235
668	 General Sir John Hackett and Other Top-ranking NATO Generals and Advisors.**THE THIRD WORLD WAR: August 1985		
669	 George Dawes Green.**THE JUROR		9781599957388
670	 George Higgins.**COGAN'S TRADE		9781299078659
671	 George R. R. Martin.**A FEAST FOR CROWS		9780553390568
672	 George R. R. Martin.**A STORM OF SWORDS		9781514257449
673	 Gerald A. Browne.**19 PURCHASE STREET		9780446365406
674	 Gerald A. Browne.**STONE 588		9780670811595
675	 Geraldine Brooks.**PEOPLE OF THE BOOK		9780007177431
676	 Gordon Dahlquist.**THE GLASS BOOKS OF THE DREAM EATERS		9780385340359
677	 Gore Vidal.**1876		9780345301086
678	 Gore Vidal.**BURR		9780553128345
679	 Gore Vidal.**CREATION		9780586054581
680	 Gore Vidal.**EMPIRE		9780394561271
681	 Gore Vidal.**HOLLYWOOD		9780517107102
682	 Gore Vidal.**KALKI		9788639300760
683	 Gore Vidal.**LINCOLN		9780394538891
684	 Graeme Base.**THE ELEVENTH HOUR		9780670823253
685	 Graham Greene.**MONSIGNOR QUIXOTE		9780140065978
686	 Graham Greene.**THE HONORARY CONSUL		9789875660229
687	 Graham Greene.**THE HUMAN FACTOR		9781409027089
688	 Greg Bear.**STAR WARS: Rogue Planet		
689	 Greg Iles.**DEAD SLEEP		9781596006973
690	 Greg Iles.**THE FOOTPRINTS OF GOD		9788838468346
691	 Greg Iles.**THIRD DEGREE		9781405686044
692	 Greg Iles.**TRUE EVIL		9781405616768
693	 Greg Iles.**TURNING ANGEL		9780340833704
694	 Gregory Maguire.**SON OF A WITCH		9780061119781
695	 Harlan Coben.**GONE FOR GOOD		9785170225026
696	 Harlan Coben.**HOLD TIGHT		9781405687317
697	 Harlan Coben.**NO SECOND CHANCE		9789022577875
698	 Harlan Coben.**PROMISE ME		9789041711557
699	 Harlan Coben.**TELL NO ONE		9782714442963
700	 Harlan Coben.**THE WOODS		9789989326271
701	 Harold Coyle.**BRIGHT STAR		9780792484240
702	 Harold Coyle.**SWORD POINT		9780671665531
703	 Harold Coyle.**TEAM YANKEE		9780140147599
704	 Harold Coyle.**TRIAL BY FIRE		9785553534134
705	 Harold Robbins.**DESCENT FROM XANADU		9780671735548
706	 Harold Robbins.**DREAMS DIE FIRST		9780671531522
707	 Harold Robbins.**GOODBYE		9781452041384
708	 Harold Robbins.**MEMORIES OF ANOTHER DAY		9780450046629
709	 Harold Robbins.**SPELLBINDER		9780671416362
710	 Harold Robbins.**THE LONELY LADY		9781452041360
711	 Harold Robbins.**THE PIRANHAS		9780792711148
712	 Harold Robbins.**THE STORYTELLER		9780450390265
713	 Harry Kemelman.**THURSDAY THE RABBI WALKED OUT		9780795308307
714	 Harry Kemelman.**TUESDAY THE RABBI SAW RED		9780449241400
715	 Harry Kemelman.**WEDNESDAY THE RABBI GOT WET		9781504016094
716	 Harry Patterson.**THE VALHALLA EXCHANGE		9780449234495
717	 Harry Patterson.**TO CATCH A KING		9780007384785
718	 Harry Turtledove.**IN AT THE DEATH		9780340921791
719	 Helen Fielding.**BRIDGET JONES'S DIARY		9788372987020
720	 Helen Fielding.**BRIDGET JONES: The Edge of Reason		9782744142161
721	 Helen MacInnes.**AGENT IN PLACE		9781781164303
722	 Helen MacInnes.**CLOAK OF DARKNESS		9780006167969
723	 Helen MacInnes.**RIDE A PALE HORSE		9780002228718
724	 Helen MacInnes.**THE HIDDEN TARGET		9780006163299
725	 Helen MacInnes.**THE SNARE OF THE HUNTER		9781781163320
726	 Helen Van Slyke with James Elward.**PUBLIC SMILES		
727	 Helen Van Slyke.**A NECESSARY WOMAN		9781940059136
728	 Helen Van Slyke.**NO LOVE LOST		9781940059037
729	 Helen Van Slyke.**SISTERS AND STRANGERS		9780446312929
730	 Herman Wouk.**INSIDE		9781444776645
731	 Herman Wouk.**THE HOPE		9780340613412
732	 Herman Wouk.**WAR AND REMEMBRANCE		9780316172141
733	 Holly Peterson.**THE MANNY		9781299070691
734	 Howard Fast.**MAX		9781306599573
735	 Howard Fast.**SECOND GENERATION		9780395266830
736	 Howard Fast.**THE DINNER PARTY		9780340422519
737	 Howard Fast.**THE ESTABLISHMENT		9781322473659
738	 Howard Fast.**THE IMMIGRANT'S DAUGHTER		9780816139927
739	 Howard Fast.**THE IMMIGRANTS		9781402237911
740	 Howard Fast.**THE LEGACY		9781453235133
741	 Howard Fast.**THE OUTSIDER		9781306600781
742	 Iain Pears.**AN INSTANCE OF THE FINGERPOST		9780099277439
743	 Ian Caldwell and Dustin Thomason.**THE RULE OF FOUR		9788838485305
744	 Ian McEwan.**AMSTERDAM		9781409089834
745	 Ian McEwan.**ATONEMENT		9788373596306
746	 Ian McEwan.**ON CHESIL BEACH		9781407013121
747	 Ian McEwan.**SATURDAY		9783257861242
748	 Ira Levin.**THE BOYS FROM BRAZIL		9781453217597
749	 Iris Johansen.**BLIND ALLEY		9781405036535
750	 Iris Johansen.**BODY OF LIES		9780739425794
751	 Iris Johansen.**COUNTDOWN		9780739329719
752	 Iris Johansen.**DEAD AIM		9781405033466
753	 Iris Johansen.**FINAL TARGET		9780375431142
754	 Iris Johansen.**FIRESTORM		9780553803402
755	 Iris Johansen.**KILLER DREAMS		9780739332054
756	 Iris Johansen.**ON THE RUN		9780553803433
757	 Iris Johansen.**PANDORA’S DAUGHTER		9780312946272
758	 Iris Johansen.**QUICKSAND		9780575101425
759	 Iris Johansen.**STALEMATE		9780553903331
760	 Iris Johansen.**THE KILLING GAME		9780340767016
761	 Iris Johansen.**THE SEARCH		9780553589542
762	 Irving Stone.**DEPTHS OF GLORY		9783905414349
763	 Irving Stone.**THE GREEK TREASURE		9788879720410
764	 Irving Stone.**THE ORIGIN		9788877181695
765	 Irving Wallace.**THE FAN CLUB		9788878240612
766	 Irving Wallace.**THE PIGEON PROJECT		9780552114202
767	 Irving Wallace.**THE R DOCUMENT		9780671222291
768	 Irving Wallace.**THE SECOND LADY		9785551246503
769	 Irving Wallace.**THE SEVENTH SECRET		9788447304172
770	 Irwin Shaw.**BEGGARMAN		9781480408173
771	 Irwin Shaw.**BREAD UPON THE WATERS		9781480412392
772	 Irwin Shaw.**NIGHTWORK		9780440057574
773	 Irwin Shaw.**THE TOP OF THE HILL		9780440189763
774	 Irène Némirovsky.**SUITE FRANÇAISE		9788478889822
775	 Isaac Asimov.**FOUNDATION AND EARTH		9788576571377
776	 Isaac Asimov.**FOUNDATION'S EDGE		9780918372109
777	 Isaac Asimov.**FOUNDATION’S EDGE		9780918372109
778	 Isaac Asimov.**PRELUDE TO FOUNDATION		9780606275743
779	 Isaac Asimov.**THE ROBOTS OF DAWN		9785699195527
780	 Isaac Bashevis Singer.**OLD LOVE		9780140057683
781	 Isabel Allende.**DAUGHTER OF FORTUNE		9788528607437
782	 Isabel Allende.**THE HOUSE OF THE SPIRITS		9788483462034
783	 Ivana Trump.**FOR LOVE ALONE		9780671743697
784	 J. A. Jance.**DEAD WRONG		9780007351220
785	 J. A. Jance.**EXIT WOUNDS		
786	 J. A. Jance.**JUSTICE DENIED		
787	 J. A. Jance.**LONG TIME GONE		
788	 J. A. Jance.**PARADISE LOST		9780060010447
789	 J. A. Jance.**PARTNER IN CRIME		9780060770662
790	 J. A. Jance.**WEB OF EVIL		9781429451673
791	 J. D. Robb.**BORN IN DEATH		9780749907952
792	 J. D. Robb.**CREATION IN DEATH		9780399154362
793	 J. D. Robb.**DIVIDED IN DEATH		9780786544271
794	 J. D. Robb.**INNOCENT IN DEATH		9781101206195
795	 J. D. Robb.**MEMORY IN DEATH		9785699200290
796	 J. D. Robb.**ORIGIN IN DEATH		9781597106337
797	 J. D. Robb.**STRANGERS IN DEATH		9781101207406
798	 J. D. Robb.**SURVIVOR IN DEATH		9781597107570
799	 J. D. Robb.**VISIONS IN DEATH		9780749934996
800	 J. K. Rowling.**HARRY POTTER AND THE CHAMBER OF SECRETS		9780747560722
801	 J. K. Rowling.**HARRY POTTER AND THE SORCERER'S STONE		9781408812525
802	 J. M. Dillard.**THE LOST YEARS		9780671707958
803	 J. R. R. Tolkien. Edited  Christopher Tolkien. Illustrated  Alan Lee.**THE CHILDREN OF HÚRIN		
804	 J.D. Gilman and John Clive.**KG 200		
805	 J.M. Dillard.**THE LOST YEARS		9780671707958
806	 J.R.R. Tolkien.**THE HOBBIT		9780582186552
807	 J.R.R. Tolkien.**THE SILMARILLION		9788475968513
808	 J.R.R. Tolkien.**UNFINISHED TALES		9780261103627
809	 Jack Finney.**FROM TIME TO TIME		9781442342842
810	 Jack Higgins.**A SEASON IN HELL		9780007304592
811	 Jack Higgins.**COLD HARBOUR		9780786543793
812	 Jack Higgins.**CONFESSIONAL		9780708914892
813	 Jack Higgins.**DARK JUSTICE		9780008124939
814	 Jack Higgins.**DAY OF RECKONING		9780006514862
815	 Jack Higgins.**DRINK WITH THE DEVIL		9781101203620
816	 Jack Higgins.**EDGE OF DANGER		9780425182369
817	 Jack Higgins.**EXOCET		9781453200605
818	 Jack Higgins.**EYE OF THE STORM		9781590071915
819	 Jack Higgins.**FLIGHT OF EAGLES		9780007384686
820	 Jack Higgins.**LUCIANO'S LUCK		9781453200582
821	 Jack Higgins.**MIDNIGHT RUNNER		9780786241064
822	 Jack Higgins.**NIGHT OF THE FOX		9781558002333
823	 Jack Higgins.**SOLO		9781480479326
824	 Jack Higgins.**STORM WARNING		9780671727765
825	 Jack Higgins.**THE EAGLE HAS FLOWN		9780708986400
826	 Jack Higgins.**THE EAGLE HAS LANDED		9781597770323
827	 Jack Higgins.**THE KILLING GROUND		9781429591973
828	 Jack Higgins.**THE PRESIDENT'S DAUGHTER		9780425192948
829	 Jack Higgins.**THE WHITE HOUSE CONNECTION		9780425175866
830	 Jack Higgins.**TOUCH THE DEVIL		9781453264782
831	 Jackie Collins.**AMERICAN STAR		9780671971458
832	 Jackie Collins.**CHANCES		9780446357173
833	 Jackie Collins.**DANGEROUS KISS		9780671581992
834	 Jackie Collins.**DROP DEAD BEAUTIFUL		9781429917209
835	 Jackie Collins.**HOLLYWOOD HUSBANDS		9780990844624
836	 Jackie Collins.**HOLLYWOOD KIDS		
837	 Jackie Collins.**HOLLYWOOD WIVES		9780671492274
838	 Jackie Collins.**HOLLYWOOD WIVES 0 THE NEW GENERATION		
839	 Jackie Collins.**HOLLYWOOD WIVES 0 The New Generation		
840	 Jackie Collins.**LADY BOSS		9785699299812
841	 Jackie Collins.**LETHAL SEDUCTION		9785040088393
842	 Jackie Collins.**LOVERS & PLAYERS		
843	 Jackie Collins.**LUCKY		9788328009646
844	 Jackie Collins.**ROCK STAR		9780434140916
845	 Jackie Collins.**VENDETTA: LUCKY'S REVENGE		9780061916014
846	 Jacqueline Briskin.**DREAMS ARE NOT ENOUGH		9780862202293
847	 Jacqueline Briskin.**EVERYTHING AND MORE		9780425090770
848	 Jacqueline Briskin.**PALOVERDE		9780586208762
849	 Jacqueline Briskin.**THE NAKED HEART		9780385297097
850	 Jacqueline Briskin.**TOO MUCH		9780425087831
851	 Jacqueline Susann.**DOLORES		9788425306778
852	 Jacqueline Winspear.**AN INCOMPLETE REVENGE		9781429924641
853	 Jacquelyn Mitchard.**THE DEEP END OF THE OCEAN		9780006499091
854	 Jacquelyn Mitchard.**TWELVE TIMES BLESSED		9780060782672
855	 James A. Michener.**ALASKA		9780436279706
856	 James A. Michener.**CARIBBEAN		9780394576558
857	 James A. Michener.**CHESAPEAKE		9782020053662
858	 James A. Michener.**LEGACY		9780749319748
859	 James A. Michener.**MEXICO		9780679418443
860	 James A. Michener.**POLAND		9780436279683
861	 James A. Michener.**SPACE		9780552122832
862	 James A. Michener.**TEXAS		9781306190510
863	 James A. Michener.**THE COVENANT		9780312021795
864	 James A. Michener.**THE NOVEL		9780517103869
865	 James Baldwin.**IF BEALE STREET COULD TALK		9780718111267
866	 James Carroll.**MORTAL FRIENDS		9780316130097
867	 James Clavell.**GAI-JIN		9780440295297
868	 James Clavell.**NOBLE HOUSE		9780736648660
869	 James Clavell.**SHOGUN		9785942788384
870	 James Clavell.**WHIRLWIND		9788804334057
871	 James Ellroy.**THE COLD SIX THOUSAND		9789045017082
872	 James Finn Garner.**ONCE UPON A MORE ENLIGHTENED TIME		9780285640627
873	 James Finn Garner.**POLITICALLY CORRECT BEDTIME STORIES		9780285640627
874	 James Finn Garner.**POLITICALLY CORRECT HOLIDAY STORIES		9780783815367
875	 James Frey.**BRIGHT SHINY MORNING		9780061656200
876	 James Jones.**WHISTLE		9781453218495
877	 James Lee Burke.**BITTERROOT		9780752844305
878	 James Lee Burke.**BURNING ANGEL		9780752801568
879	 James Lee Burke.**CIMARRON ROSE		9780743537544
880	 James Lee Burke.**JOLIE BLON'S BOUNCE		9780752848747
881	 James Lee Burke.**PEGASUS DESCENDING		9781416513452
882	 James Lee Burke.**PURPLE CANE ROAD		9781442355910
883	 James Lee Burke.**SUNSET LIMITED		9781409132851
884	 James Lee Burke.**THE TIN ROOF BLOWDOWN		9781416548508
885	 James Luceno.**CLOAK OF DECEPTION		9783442268542
886	 James Luceno.**DARK LORD: THE RISE OF DARTH VADER		9781448164271
887	 James Patterson and Andrew Gross.**3RD DEGREE		9788830422889
888	 James Patterson and Andrew Gross.**JUDGE & JURY		
889	 James Patterson and Andrew Gross.**LIFEGUARD		9780759514270
890	 James Patterson and Andrew Gross.**THE JESTER		9780759598126
891	 James Patterson and Gabrielle Charbonnet.**SUNDAYS AT TIFFANY’S		9782809809299
892	 James Patterson and Howard Roughan.**HONEYMOON		9780759513235
893	 James Patterson and Howard Roughan.**YOU’VE BEEN WARNED		
894	 James Patterson and Maxine Paetro.**4TH OF JULY		9780759574526
895	 James Patterson and Maxine Paetro.**7TH HEAVEN		9789023443797
896	 James Patterson and Maxine Paetro.**THE 5TH HORSEMAN		9781472207074
897	 James Patterson and Maxine Paetro.**THE 6TH TARGET		9780755330362
898	 James Patterson and Michael Ledwidge.**STEP ON A CRACK		9780316013949
899	 James Patterson and Michael Ledwidge.**THE QUICKIE		
900	 James Patterson and Peter de Jonge.**BEACH ROAD		9781846179259
901	 James Patterson and Peter de Jonge.**THE BEACH HOUSE		
902	 James Patterson with Andrew Gross.**2ND CHANCE		
903	 James Patterson.**1ST TO DIE		9788830430389
904	 James Patterson.**ALONG CAME A SPIDER		9780759501508
905	 James Patterson.**CAT & MOUSE		
906	 James Patterson.**CRADLE AND ALL		9780316694377
907	 James Patterson.**CROSS		9788466632119
908	 James Patterson.**DOUBLE CROSS		9780755323159
909	 James Patterson.**FOUR BLIND MICE		9788850239498
910	 James Patterson.**HIDE & SEEK		
911	 James Patterson.**JACK AND JILL		9780007857999
912	 James Patterson.**KISS THE GIRLS		9785976213364
913	 James Patterson.**LONDON BRIDGES		9781843955269
914	 James Patterson.**MARY		9788498725254
915	 James Patterson.**POP GOES THE WEASEL		9780759570528
916	 James Patterson.**ROSES ARE RED		9780759580084
