	author_title	list_date	rank_this_wk	num_wks_on_list	rank_last_wk	isbn
4598	Khaled Hosseini**THE KITE RUNNER	2008-05-24	5.0	38	2.0	9781594481772
4599	Khaled Hosseini**THE KITE RUNNER	2008-05-31	3.0	39	0.0	9781594481772
4600	Khaled Hosseini**THE KITE RUNNER	2008-06-07	3.0	40	0.0	9781594481772
4601	Khaled Hosseini**THE KITE RUNNER	2008-06-14	3.0	41	0.0	9781594481772
4602	Khaled Hosseini**THE KITE RUNNER	2008-06-21	2.0	42	0.0	9781594481772
4603	Khaled Hosseini**THE KITE RUNNER	2008-06-28	3.0	43	0.0	9781594481772
4604	Khaled Hosseini**THE KITE RUNNER	2008-07-05	3.0	44	0.0	9781594481772
4605	Khaled Hosseini**THE KITE RUNNER	2008-07-12	3.0	45	0.0	9781594481772
4606	Khaled Hosseini**THE KITE RUNNER	2008-07-19	4.0	46	0.0	9781594481772
4607	Khaled Hosseini**THE KITE RUNNER	2008-07-26	3.0	47	0.0	9781594481772
4608	Khaled Hosseini**THE KITE RUNNER	2008-08-02	4.0	48	0.0	9781594481772
4609	Khaled Hosseini**THE KITE RUNNER	2008-08-09	5.0	49	0.0	9781594481772
4610	Khaled Hosseini**THE KITE RUNNER	2008-08-16	4.0	50	0.0	9781594481772
4611	Khaled Hosseini**THE KITE RUNNER	2008-08-23	5.0	51	0.0	9781594481772
4612	Khaled Hosseini**THE KITE RUNNER	2008-08-30	7.0	52	0.0	9781594481772
4613	Khaled Hosseini**THE KITE RUNNER	2008-09-06	8.0	53	0.0	9781594481772
4614	Khaled Hosseini**THE KITE RUNNER	2008-09-13	8.0	54	0.0	9781594481772
4615	Khaled Hosseini**THE KITE RUNNER	2008-09-20	11.0	55	0.0	9781594481772
4616	Khaled Hosseini**THE KITE RUNNER	2008-10-04	14.0	57	0.0	9781594481772
4617	Khaled Hosseini**THE KITE RUNNER	2008-10-11	13.0	58	0.0	9781594481772
4618	Khaled Hosseini**THE KITE RUNNER	2008-10-18	19.0	59	0.0	9781594481772
4619	Khaled Hosseini**THE KITE RUNNER	2008-11-01	18.0	60	0.0	9781594481772
4620	Khaled Hosseini**THE KITE RUNNER	2008-11-08	11.0	61	18.0	9781594481772
4621	Khaled Hosseini**THE KITE RUNNER	2008-11-15	13.0	62	0.0	9781594481772
4622	Khaled Hosseini**THE KITE RUNNER	2008-11-22	12.0	63	0.0	9781594481772
4623	Khaled Hosseini**THE KITE RUNNER	2008-11-29	12.0	64	0.0	9781594481772
4624	Khaled Hosseini**THE KITE RUNNER	2008-12-06	12.0	65	0.0	9781594481772
4625	Khaled Hosseini**THE KITE RUNNER	2008-12-13	11.0	66	0.0	9781594481772
4626	Khaled Hosseini**THE KITE RUNNER	2008-12-20	11.0	67	0.0	9781594481772
4627	Khaled Hosseini**THE KITE RUNNER	2008-12-27	11.0	68	0.0	9781594481772
4628	Khaled Hosseini**THE KITE RUNNER	2009-01-03	13.0	69	0.0	9781594481772
4629	Khaled Hosseini**THE KITE RUNNER	2009-01-10	17.0	70	0.0	9781594481772
4630	Khaled Hosseini**THE KITE RUNNER	2009-01-24	20.0	71	0.0	9781594481772
4631	Khaled Hosseini**THE KITE RUNNER	2009-01-31	17.0	72	0.0	9781594481772
4632	Khaled Hosseini**THE KITE RUNNER	2009-02-07	19.0	73	0.0	9781594481772
4633	Khaled Hosseini**THE KITE RUNNER	2009-02-14	19.0	74	0.0	9781594481772
4634	Khaled Hosseini**THE KITE RUNNER	2009-02-28	19.0	75	0.0	9781594481772
4635	Khaled Hosseini**THE KITE RUNNER	2009-03-07	20.0	76	19.0	9781594481772
4636	Khaled Hosseini**THE KITE RUNNER	2009-03-14	19.0	77	20.0	9781594481772
4637	Khaled Hosseini**THE KITE RUNNER	2009-03-28	19.0	78	0.0	9781594481772
4638	Khaled Hosseini**THE KITE RUNNER	2009-06-13	16.0	79	0.0	9781594481772
4639	Khaled Hosseini**THE KITE RUNNER	2009-06-20	16.0	80	16.0	9781594481772
4640	Khaled Hosseini**THE KITE RUNNER	2009-06-27	13.0	81	16.0	9781594481772
4641	Khaled Hosseini**THE KITE RUNNER	2009-07-04	12.0	82	13.0	9781594481772
4642	Khaled Hosseini**THE KITE RUNNER	2009-07-11	13.0	83	12.0	9781594481772
4643	Khaled Hosseini**THE KITE RUNNER	2009-07-18	14.0	84	13.0	9781594481772
4644	Khaled Hosseini**THE KITE RUNNER	2009-07-25	14.0	85	14.0	9781594481772
4645	Khaled Hosseini**THE KITE RUNNER	2009-08-01	13.0	86	14.0	9781594481772
4646	Khaled Hosseini**THE KITE RUNNER	2009-08-08	14.0	87	13.0	9781594481772
4647	Khaled Hosseini**THE KITE RUNNER	2009-08-15	16.0	88	14.0	9781594481772
4648	Khaled Hosseini**THE KITE RUNNER	2009-08-22	16.0	89	16.0	9781594481772
4649	Khaled Hosseini**THE KITE RUNNER	2009-08-29	14.0	90	16.0	9781594481772
4650	Khaled Hosseini**THE KITE RUNNER	2009-09-05	15.0	91	14.0	9781594481772
4651	Khaled Hosseini**THE KITE RUNNER	2009-09-12	17.0	92	15.0	9781594481772
4652	Khaled Hosseini**THE KITE RUNNER	2010-08-08	17.0	93	0.0	9781594481772
4653	Khaled Hosseini**THE KITE RUNNER	2010-08-15	13.0	94	17.0	9781594481772
4654	Kim Edwards**THE LAKE OF DREAMS	2011-01-16	18.0	0	0.0	9780670022175
4655	Kim Edwards**THE MEMORY KEEPER’S DAUGHTER	2008-05-24	7.0	38	7.0	9780143037149
4656	Kim Edwards**THE MEMORY KEEPER’S DAUGHTER	2008-05-31	7.0	39	0.0	9780143037149
4657	Kim Edwards**THE MEMORY KEEPER’S DAUGHTER	2008-06-07	7.0	40	0.0	9780143037149
4658	Kim Edwards**THE MEMORY KEEPER’S DAUGHTER	2008-06-14	9.0	41	0.0	9780143037149
4659	Kim Edwards**THE MEMORY KEEPER’S DAUGHTER	2008-06-21	8.0	42	0.0	9780143037149
4660	Kim Edwards**THE MEMORY KEEPER’S DAUGHTER	2008-06-28	10.0	43	0.0	9780143037149
4661	Kim Edwards**THE MEMORY KEEPER’S DAUGHTER	2008-07-05	10.0	44	0.0	9780143037149
4662	Kim Edwards**THE MEMORY KEEPER’S DAUGHTER	2008-07-12	15.0	45	0.0	9780143037149
4663	Kim Edwards**THE MEMORY KEEPER’S DAUGHTER	2008-07-19	15.0	46	0.0	9780143037149
4664	Kim Edwards**THE MEMORY KEEPER’S DAUGHTER	2008-07-26	15.0	47	0.0	9780143037149
4665	Kim Edwards**THE MEMORY KEEPER’S DAUGHTER	2008-08-02	16.0	48	0.0	9780143037149
4666	Kim Edwards**THE MEMORY KEEPER’S DAUGHTER	2008-08-09	16.0	49	0.0	9780143037149
4667	Kim Edwards**THE MEMORY KEEPER’S DAUGHTER	2008-08-16	17.0	50	0.0	9780143037149
4668	Kim Edwards**THE MEMORY KEEPER’S DAUGHTER	2008-08-23	17.0	51	0.0	9780143037149
4669	Kim Edwards**THE MEMORY KEEPER’S DAUGHTER	2008-08-30	16.0	52	0.0	9780143037149
4670	Kim Edwards**THE MEMORY KEEPER’S DAUGHTER	2008-09-06	15.0	53	0.0	9780143037149
4671	Kim Edwards**THE MEMORY KEEPER’S DAUGHTER	2009-01-03	19.0	54	0.0	9780143037149
4672	Kim Harrison**BLACK MAGIC SANCTION	2010-02-28	3.0	1	0.0	9780061138041
4673	Kim Harrison**BLACK MAGIC SANCTION	2010-03-07	7.0	2	3.0	9780061138041
4674	Kim Harrison**BLACK MAGIC SANCTION	2010-03-14	15.0	3	7.0	9780061138041
4675	Kim Harrison**BLACK MAGIC SANCTION	2011-01-02	15.0	1	0.0	9780061138041
4676	Kim Harrison**BLACK MAGIC SANCTION	2011-01-09	18.0	2	15.0	9780061138041
4677	Kim Harrison**BLACK MAGIC SANCTION	2011-01-16	18.0	3	18.0	9780061138041
4678	Kim Harrison**BLACK MAGIC SANCTION	2011-01-23	20.0	4	18.0	9780061138041
4679	Kim Harrison**THE OUTLAW DEMON WAILS	2008-11-29	18.0	1	0.0	9780061149825
4680	Kim Harrison**THE OUTLAW DEMON WAILS	2008-12-06	20.0	2	0.0	9780061149825
4681	Kim Harrison**WHITE WITCH, BLACK CURSE	2009-02-28	3.0	1	0.0	9780061138010
4682	Kim Harrison**WHITE WITCH, BLACK CURSE	2009-03-07	9.0	2	3.0	9780061138010
4683	Kim Harrison**WHITE WITCH, BLACK CURSE	2009-03-14	12.0	3	9.0	9780061138010
4684	Kim Harrison**WHITE WITCH, BLACK CURSE	2009-03-21	12.0	4	12.0	9780061138010
4685	Kim Harrison**WHITE WITCH, BLACK CURSE	2009-03-28	20.0	0	0.0	9780061138010
4686	Kim Harrison**WHITE WITCH, BLACK CURSE	2009-11-28	19.0	1	0.0	9780061138010
4687	Kim Harrison**WHITE WITCH, BLACK CURSE	2009-12-05	19.0	2	19.0	9780061138010
4688	Kim Harrison**WHITE WITCH, BLACK CURSE	2009-12-12	20.0	3	19.0	9780061138010
4689	Kresley Cole and Gena Showalter**DEEP KISS OF WINTER	2009-10-17	16.0	0	0.0	9781439159668
4690	Kresley Cole**DARK DESIRES AFTER DUSK	2008-05-24	9.0	2	18.0	9780345486530
4691	Kresley Cole**DARK DESIRES AFTER DUSK	2008-05-31	19.0	3	0.0	9780345486530
4692	Kresley Cole**DEMON FROM THE DARK	2010-08-29	5.0	1	0.0	9781439123126
4693	Kresley Cole**DEMON FROM THE DARK	2010-09-05	14.0	2	5.0	9781439123126
4694	Kresley Cole**KISS OF A DEMON KING	2009-01-24	1.0	1	0.0	9781416580942
4695	Kresley Cole**KISS OF A DEMON KING	2009-01-31	12.0	2	0.0	9781416580942
4696	Kresley Cole**PLEASURE OF A DARK PRINCE	2010-02-21	4.0	1	0.0	9781416580959
4697	Kresley Cole**PLEASURE OF A DARK PRINCE	2010-02-28	8.0	2	4.0	9781416580959
4698	Kristin Hannah**FIREFLY LANE	2009-01-10	19.0	1	0.0	9780312537074
4699	Kristin Hannah**FIREFLY LANE	2009-01-17	8.0	2	0.0	9780312537074
4700	Kristin Hannah**FIREFLY LANE	2009-01-24	7.0	3	0.0	9780312537074
4701	Kristin Hannah**FIREFLY LANE	2009-01-31	6.0	4	0.0	9780312537074
4702	Kristin Hannah**FIREFLY LANE	2009-02-07	5.0	5	0.0	9780312537074
4703	Kristin Hannah**FIREFLY LANE	2009-02-14	4.0	6	0.0	9780312537074
4704	Kristin Hannah**FIREFLY LANE	2009-02-21	4.0	7	0.0	9780312537074
4705	Kristin Hannah**FIREFLY LANE	2009-02-28	4.0	8	4.0	9780312537074
4706	Kristin Hannah**FIREFLY LANE	2009-03-07	3.0	9	4.0	9780312537074
4707	Kristin Hannah**FIREFLY LANE	2009-03-14	3.0	10	3.0	9780312537074
4708	Kristin Hannah**FIREFLY LANE	2009-03-21	3.0	11	3.0	9780312537074
4709	Kristin Hannah**FIREFLY LANE	2009-03-28	2.0	12	3.0	9780312537074
4710	Kristin Hannah**FIREFLY LANE	2009-04-04	2.0	13	2.0	9780312537074
4711	Kristin Hannah**FIREFLY LANE	2009-04-11	6.0	14	2.0	9780312537074
4712	Kristin Hannah**FIREFLY LANE	2009-04-18	5.0	15	6.0	9780312537074
4713	Kristin Hannah**FIREFLY LANE	2009-04-25	6.0	16	5.0	9780312537074
4714	Kristin Hannah**FIREFLY LANE	2009-05-02	9.0	17	6.0	9780312537074
4715	Kristin Hannah**FIREFLY LANE	2009-05-09	12.0	18	9.0	9780312537074
4716	Kristin Hannah**FIREFLY LANE	2009-05-16	11.0	19	12.0	9780312537074
4717	Kristin Hannah**FIREFLY LANE	2009-05-23	12.0	20	11.0	9780312537074
4718	Kristin Hannah**FIREFLY LANE	2009-05-30	11.0	21	12.0	9780312537074
4719	Kristin Hannah**FIREFLY LANE	2009-06-06	10.0	22	11.0	9780312537074
4720	Kristin Hannah**FIREFLY LANE	2009-06-13	12.0	23	10.0	9780312537074
4721	Kristin Hannah**FIREFLY LANE	2009-06-20	15.0	24	12.0	9780312537074
4722	Kristin Hannah**FIREFLY LANE	2009-06-27	17.0	25	15.0	9780312537074
4723	Kristin Hannah**FIREFLY LANE	2009-07-04	17.0	26	17.0	9780312537074
4724	Kristin Hannah**FIREFLY LANE	2009-07-11	17.0	27	17.0	9780312537074
4725	Kristin Hannah**FIREFLY LANE	2009-07-25	16.0	28	0.0	9780312537074
4726	Kristin Hannah**TRUE COLORS	2009-02-07	5.0	1	0.0	9780312606121
4727	Kristin Hannah**TRUE COLORS	2009-02-14	6.0	2	5.0	9780312606121
4728	Kristin Hannah**TRUE COLORS	2009-02-21	10.0	3	6.0	9780312606121
4729	Kristin Hannah**TRUE COLORS	2009-02-28	16.0	0	0.0	9780312606121
4730	Kristin Hannah**TRUE COLORS	2009-03-07	17.0	0	0.0	9780312606121
4731	Kristin Hannah**TRUE COLORS	2009-03-14	19.0	0	0.0	9780312606121
4732	Kristin Hannah**TRUE COLORS	2010-01-10	14.0	1	0.0	9780312606121
4733	Kristin Hannah**TRUE COLORS	2010-01-17	5.0	2	14.0	9780312606121
4734	Kristin Hannah**TRUE COLORS	2010-01-24	7.0	3	5.0	9780312606121
4735	Kristin Hannah**TRUE COLORS	2010-01-31	8.0	4	7.0	9780312606121
4736	Kristin Hannah**TRUE COLORS	2010-02-07	10.0	5	8.0	9780312606121
4737	Kristin Hannah**TRUE COLORS	2010-02-14	12.0	6	10.0	9780312606121
4738	Kristin Hannah**TRUE COLORS	2010-02-21	17.0	7	12.0	9780312606121
4739	Kristin Hannah**WINTER GARDEN	2010-02-07	4.0	1	0.0	9780312663155
4740	Kristin Hannah**WINTER GARDEN	2010-02-14	4.0	2	4.0	9780312663155
4741	Kristin Hannah**WINTER GARDEN	2010-02-21	5.0	3	4.0	9780312663155
4742	Kristin Hannah**WINTER GARDEN	2010-02-28	9.0	4	5.0	9780312663155
4743	Kristin Hannah**WINTER GARDEN	2010-03-07	11.0	5	9.0	9780312663155
4744	Kristin Hannah**WINTER GARDEN	2010-03-14	18.0	0	0.0	9780312663155
4745	Kristin Hannah**WINTER GARDEN	2011-01-09	11.0	1	0.0	9780312663155
4746	Kristin Hannah**WINTER GARDEN	2011-01-16	5.0	2	11.0	9780312663155
4747	Kristin Hannah**WINTER GARDEN	2011-01-23	5.0	3	5.0	9780312663155
4748	Lara Adrian**ASHES OF MIDNIGHT	2009-05-30	8.0	1	0.0	9780440244509
4749	Lara Adrian**SHADES OF MIDNIGHT	2010-01-03	5.0	1	0.0	9780440245261
4750	Lara Adrian**SHADES OF MIDNIGHT	2010-01-10	13.0	2	5.0	9780440245261
4751	Lara Adrian**SHADES OF MIDNIGHT	2010-01-17	18.0	3	13.0	9780440245261
4752	Lara Adrian**TAKEN BY MIDNIGHT	2010-10-03	5.0	1	0.0	9780440245278
4753	Lara Adrian**TAKEN BY MIDNIGHT	2010-10-10	12.0	2	5.0	9780440245278
4754	Lara Adrian**TAKEN BY MIDNIGHT	2010-10-17	15.0	3	12.0	9780440245278
4755	Lara Adrian**VEIL OF MIDNIGHT	2009-01-03	10.0	1	0.0	9780440244493
4756	Larissa Ione**ECSTASY UNVEILED	2010-02-07	20.0	1	0.0	9780446556828
4757	Larissa Ione**SIN UNDONE	2010-08-29	7.0	1	0.0	9780446556811
4758	Laura Childs**EGGS BENEDICT ARNOLD	2009-12-05	20.0	1	0.0	9780425231555
4759	Laura Lippman**I'D KNOW YOU ANYWHERE	2010-08-22	16.0	1	0.0	9780061706554
4760	Laura Lippman**I'D KNOW YOU ANYWHERE	2010-08-29	11.0	2	16.0	9780061706554
4761	Laura Lippman**I'D KNOW YOU ANYWHERE	2010-09-05	15.0	3	11.0	9780061706554
4762	Laura Lippman**LIFE SENTENCES	2009-03-21	17.0	0	0.0	9780061128899
4763	Laurell K Hamilton**BLOOD NOIR	2008-05-31	1.0	1	0.0	9780515146370
4764	Laurell K Hamilton**BLOOD NOIR	2008-06-07	5.0	2	1.0	9780515146370
4765	Laurell K Hamilton**BLOOD NOIR	2008-06-14	12.0	3	5.0	9780515146370
4766	Laurell K Hamilton**BLOOD NOIR	2008-06-21	16.0	4	12.0	9780515146370
4767	Laurell K Hamilton**BLOOD NOIR	2009-05-30	19.0	1	0.0	9780515146370
4768	Laurell K Hamilton**BULLET	2010-06-06	2.0	1	0.0	9780425234334
4769	Laurell K Hamilton**BULLET	2010-06-13	8.0	2	2.0	9780425234334
4770	Laurell K Hamilton**BULLET	2010-06-20	20.0	0	0.0	9780425234334
4771	Laurell K Hamilton**DIVINE MISDEMEANORS	2009-12-12	6.0	1	0.0	9780345495969
4772	Laurell K Hamilton**DIVINE MISDEMEANORS	2009-12-19	18.0	0	0.0	9780345495969
4773	Laurell K Hamilton**DIVINE MISDEMEANORS	2010-01-03	19.0	0	0.0	9780345495969
4774	Laurell K Hamilton**FLIRT	2010-02-07	3.0	1	0.0	9780425235676
4775	Laurell K Hamilton**FLIRT	2010-02-14	5.0	2	3.0	9780425235676
4776	Laurell K Hamilton**FLIRT	2010-02-21	9.0	3	5.0	9780425235676
4777	Laurell K Hamilton**FLIRT	2010-02-28	14.0	4	9.0	9780425235676
4778	Laurell K Hamilton**FLIRT	2010-03-07	17.0	0	0.0	9780425235676
4779	Laurell K Hamilton**SKIN TRADE	2009-06-06	1.0	1	0.0	9780515148053
4780	Laurell K Hamilton**SKIN TRADE	2009-06-13	6.0	2	1.0	9780515148053
4781	Laurell K Hamilton**SKIN TRADE	2009-06-20	11.0	3	6.0	9780515148053
4782	Laurell K Hamilton**SKIN TRADE	2009-06-27	18.0	0	0.0	9780515148053
4783	Laurell K Hamilton**SKIN TRADE	2010-05-30	20.0	1	0.0	9780515148053
4784	Laurell K Hamilton**SWALLOWING DARKNESS	2008-11-08	3.0	1	0.0	9780345495938
4785	Laurell K Hamilton**SWALLOWING DARKNESS	2008-11-15	10.0	2	3.0	9780345495938
4786	Laurell K Hamilton**SWALLOWING DARKNESS	2008-11-22	19.0	0	0.0	9780345495938
4787	Lauren Weisberger**CHASING HARRY WINSTON	2008-05-31	6.0	1	0.0	9780743290111
4788	Lauren Weisberger**CHASING HARRY WINSTON	2008-06-07	6.0	2	6.0	9780743290111
4789	Lauren Weisberger**CHASING HARRY WINSTON	2008-06-14	6.0	3	6.0	9780743290111
4790	Lauren Weisberger**CHASING HARRY WINSTON	2008-06-21	4.0	4	6.0	9780743290111
4791	Lauren Weisberger**CHASING HARRY WINSTON	2008-06-28	8.0	5	4.0	9780743290111
4792	Lauren Weisberger**CHASING HARRY WINSTON	2008-07-05	13.0	6	8.0	9780743290111
4793	Lauren Weisberger**CHASING HARRY WINSTON	2008-07-12	12.0	7	13.0	9780743290111
4794	Lauren Weisberger**CHASING HARRY WINSTON	2008-07-19	10.0	8	12.0	9780743290111
4795	Lauren Weisberger**CHASING HARRY WINSTON	2008-07-26	10.0	9	10.0	9780743290111
4796	Lauren Weisberger**CHASING HARRY WINSTON	2008-08-02	10.0	10	10.0	9780743290111
4797	Lauren Weisberger**CHASING HARRY WINSTON	2008-08-09	11.0	11	10.0	9780743290111
4798	Lauren Weisberger**CHASING HARRY WINSTON	2008-08-16	18.0	0	0.0	9780743290111
4799	Lauren Weisberger**CHASING HARRY WINSTON	2009-05-16	18.0	1	0.0	9780743290111
4800	Lauren Weisberger**CHASING HARRY WINSTON	2009-05-23	17.0	2	18.0	9780743290111
4801	Lauren Weisberger**CHASING HARRY WINSTON	2009-05-30	20.0	3	17.0	9780743290111
4802	Lauren Weisberger**LAST NIGHT AT CHATEAU MARMONT	2010-08-22	9.0	1	0.0	9781439136614
4803	Lauren Weisberger**LAST NIGHT AT CHATEAU MARMONT	2010-08-29	13.0	2	9.0	9781439136614
4804	Lauren Weisberger**LAST NIGHT AT CHATEAU MARMONT	2010-09-05	17.0	0	0.0	9781439136614
4805	Lauren Willig**THE TEMPTATION OF THE NIGHT JASMINE	2009-01-24	19.0	0	0.0	9780525950967
4806	Laurie R King**THE GOD OF THE HIVE	2010-05-02	11.0	1	0.0	9780553805543
4807	Laurie R King**THE LANGUAGE OF BEES	2009-05-02	9.0	1	0.0	9780553804546
4808	Lee Child**61 HOURS	2010-05-23	1.0	1	0.0	9780440243694
4809	Lee Child**61 HOURS	2010-05-30	3.0	2	1.0	9780440243694
4810	Lee Child**61 HOURS	2010-06-06	6.0	3	3.0	9780440243694
4811	Lee Child**61 HOURS	2010-06-13	7.0	4	6.0	9780440243694
4812	Lee Child**61 HOURS	2010-06-20	11.0	5	7.0	9780440243694
4813	Lee Child**61 HOURS	2010-06-27	15.0	6	11.0	9780440243694
4814	Lee Child**61 HOURS	2010-07-11	20.0	0	0.0	9780440243694
4815	Lee Child**61 HOURS	2010-10-03	3.0	1	0.0	9780440243694
4816	Lee Child**61 HOURS	2010-10-10	3.0	2	3.0	9780440243694
4817	Lee Child**61 HOURS	2010-10-17	3.0	3	3.0	9780440243694
4818	Lee Child**61 HOURS	2010-10-24	5.0	4	3.0	9780440243694
4819	Lee Child**61 HOURS	2010-10-31	5.0	5	5.0	9780440243694
4820	Lee Child**61 HOURS	2010-11-07	7.0	6	5.0	9780440243694
4821	Lee Child**61 HOURS	2010-11-14	5.0	7	7.0	9780440243694
4822	Lee Child**61 HOURS	2010-11-21	8.0	8	5.0	9780440243694
4823	Lee Child**61 HOURS	2010-11-28	10.0	9	8.0	9780440243694
4824	Lee Child**61 HOURS	2010-12-12	14.0	10	0.0	9780440243694
4825	Lee Child**61 HOURS	2010-12-19	14.0	11	14.0	9780440243694
4826	Lee Child**61 HOURS	2010-12-26	12.0	12	14.0	9780440243694
4827	Lee Child**GONE TOMORROW	2009-05-23	1.0	1	0.0	9780739328460
4828	Lee Child**GONE TOMORROW	2009-05-30	2.0	2	1.0	9780739328460
4829	Lee Child**GONE TOMORROW	2009-06-06	6.0	3	2.0	9780739328460
4830	Lee Child**GONE TOMORROW	2009-06-13	9.0	4	6.0	9780739328460
4831	Lee Child**GONE TOMORROW	2009-06-20	10.0	5	9.0	9780739328460
4832	Lee Child**GONE TOMORROW	2010-03-28	2.0	1	0.0	9780739328460
4833	Lee Child**GONE TOMORROW	2010-04-04	4.0	2	2.0	9780739328460
4834	Lee Child**GONE TOMORROW	2010-04-11	8.0	3	4.0	9780739328460
4835	Lee Child**GONE TOMORROW	2010-04-18	7.0	4	8.0	9780739328460
4836	Lee Child**GONE TOMORROW	2010-04-25	7.0	5	7.0	9780739328460
4837	Lee Child**NOTHING TO LOSE	2008-06-07	1.0	1	0.0	9780385340564
4838	Lee Child**NOTHING TO LOSE	2008-06-14	2.0	2	1.0	9780385340564
4839	Lee Child**NOTHING TO LOSE	2008-06-21	6.0	3	2.0	9780385340564
4840	Lee Child**NOTHING TO LOSE	2008-06-28	11.0	4	6.0	9780385340564
4841	Lee Child**NOTHING TO LOSE	2008-07-05	15.0	5	11.0	9780385340564
4842	Lee Child**NOTHING TO LOSE	2009-03-28	3.0	1	0.0	9780385340564
4843	Lee Child**NOTHING TO LOSE	2009-04-04	5.0	2	3.0	9780385340564
4844	Lee Child**NOTHING TO LOSE	2009-04-11	6.0	3	5.0	9780385340564
4845	Lee Child**NOTHING TO LOSE	2009-04-18	5.0	4	6.0	9780385340564
4846	Lee Child**NOTHING TO LOSE	2009-04-25	6.0	5	5.0	9780385340564
4847	Lee Child**NOTHING TO LOSE	2009-05-02	20.0	6	6.0	9780385340564
4848	Lee Child**ONE SHOT	2009-11-21	16.0	1	0.0	9780440246077
4849	Lee Child**WORTH DYING FOR	2010-10-24	1.0	1	0.0	9780385344319
4850	Lee Child**WORTH DYING FOR	2010-10-31	2.0	2	1.0	9780385344319
4851	Lee Child**WORTH DYING FOR	2010-11-07	7.0	3	2.0	9780385344319
4852	Lee Child**WORTH DYING FOR	2010-11-14	12.0	4	7.0	9780385344319
4853	Lee Child**WORTH DYING FOR	2010-11-21	15.0	5	12.0	9780385344319
4854	Lee Child**WORTH DYING FOR	2010-11-28	19.0	0	0.0	9780385344319
4855	Leila Meacham**ROSES	2010-01-17	13.0	1	0.0	9780446549998
4856	Leila Meacham**ROSES	2010-01-24	9.0	2	13.0	9780446549998
4857	Leila Meacham**ROSES	2010-01-31	10.0	3	9.0	9780446549998
4858	Leila Meacham**ROSES	2010-02-07	8.0	4	10.0	9780446549998
4859	Leila Meacham**ROSES	2010-02-14	13.0	5	8.0	9780446549998
4860	Leila Meacham**ROSES	2010-02-21	19.0	0	0.0	9780446549998
4861	Leila Meacham**ROSES	2011-01-16	16.0	1	0.0	9780446549998
4862	Leila Meacham**ROSES	2011-01-23	17.0	2	16.0	9780446549998
4863	Lev Grossman**THE MAGICIANS	2009-08-15	9.0	1	0.0	9780452296299
4864	Lev Grossman**THE MAGICIANS	2009-08-22	16.0	2	9.0	9780452296299
4865	Lev Grossman**THE MAGICIANS	2010-06-06	18.0	1	0.0	9780452296299
4866	Lev Grossman**THE MAGICIANS	2010-06-13	12.0	2	18.0	9780452296299
4867	Lev Grossman**THE MAGICIANS	2010-06-20	10.0	3	12.0	9780452296299
4868	Lev Grossman**THE MAGICIANS	2010-06-27	15.0	4	10.0	9780452296299
4869	Lev Grossman**THE MAGICIANS	2010-07-04	15.0	5	15.0	9780452296299
4870	Lev Grossman**THE MAGICIANS	2010-07-11	17.0	6	15.0	9780452296299
4871	Lincoln Child and Douglas Preston**FEVER DREAM	2010-05-16	3.0	1	0.0	9780446554961
4872	Lincoln Child and Douglas Preston**FEVER DREAM	2010-05-23	8.0	2	3.0	9780446554961
4873	Lincoln Child and Douglas Preston**FEVER DREAM	2010-05-30	11.0	3	8.0	9780446554961
4874	Lincoln Child and Douglas Preston**FEVER DREAM	2010-06-06	16.0	0	0.0	9780446554961
4875	Lincoln Child and Douglas Preston**FEVER DREAM	2010-06-13	20.0	0	0.0	9780446554961
4876	Lincoln Child**TERMINAL FREEZE	2009-02-28	9.0	1	0.0	9781400095483
4877	Lincoln Child**TERMINAL FREEZE	2009-03-07	11.0	2	9.0	9781400095483
4878	Lincoln Child**TERMINAL FREEZE	2009-03-14	14.0	3	11.0	9781400095483
4879	Lincoln Child**TERMINAL FREEZE	2009-03-21	13.0	4	14.0	9781400095483
4880	Lincoln Child**TERMINAL FREEZE	2010-01-10	20.0	1	0.0	9781400095483
4881	Lincoln Child**TERMINAL FREEZE	2010-01-17	6.0	2	20.0	9781400095483
4882	Lincoln Child**TERMINAL FREEZE	2010-01-24	18.0	3	6.0	9781400095483
4883	Linda Fairstein**HELL GATE	2010-03-14	9.0	1	0.0	9780525951612
4884	Linda Fairstein**HELL GATE	2010-03-21	15.0	2	9.0	9780525951612
4885	Linda Fairstein**LETHAL LEGACY	2009-02-21	15.0	1	0.0	9780385523998
4886	Linda Howard and Linda Jones**BLOOD BORN	2010-05-02	16.0	1	0.0	9780345520760
4887	Linda Howard**BURN	2009-07-11	6.0	1	0.0	9780345486578
4888	Linda Howard**BURN	2009-07-18	16.0	0	0.0	9780345486578
4889	Linda Howard**BURN	2010-09-05	18.0	1	0.0	9780345486578
4890	Linda Howard**BURN	2010-09-12	17.0	2	18.0	9780345486578
4891	Linda Howard**DEATH ANGEL	2008-07-05	9.0	1	0.0	9780345486547
4892	Linda Howard**DEATH ANGEL	2008-07-12	14.0	2	9.0	9780345486547
4893	Linda Howard**ICE	2009-11-14	8.0	1	0.0	9780345517197
4894	Linda Howard**ICE	2010-12-05	17.0	1	0.0	9780345517197
4895	Linda Howard**UP CLOSE AND DANGEROUS	2008-05-24	17.0	3	17.0	9780312939700
4896	Linda Howard**VEIL OF NIGHT	2010-08-15	5.0	1	0.0	9780345506894
4897	Linda Howard**VEIL OF NIGHT	2010-08-22	14.0	2	5.0	9780345506894
