	author_title	list_date	rank_this_wk	num_wks_on_list	rank_last_wk	isbn
1333	Dan Brown**THE LOST SYMBOL	2010-04-04	13.0	29	14.0	9781400079148
1334	Dan Brown**THE LOST SYMBOL	2010-10-24	1.0	1	0.0	9781400079148
1335	Dan Brown**THE LOST SYMBOL	2010-10-31	1.0	2	1.0	9781400079148
1336	Dan Brown**THE LOST SYMBOL	2010-11-07	1.0	3	1.0	9781400079148
1337	Dan Brown**THE LOST SYMBOL	2010-11-14	1.0	4	1.0	9781400079148
1338	Dan Brown**THE LOST SYMBOL	2010-11-21	1.0	5	1.0	9781400079148
1339	Dan Brown**THE LOST SYMBOL	2010-11-28	1.0	6	1.0	9781400079148
1340	Dan Brown**THE LOST SYMBOL	2010-12-05	1.0	7	1.0	9781400079148
1341	Dan Brown**THE LOST SYMBOL	2010-12-12	1.0	8	1.0	9781400079148
1342	Dan Brown**THE LOST SYMBOL	2010-12-19	2.0	9	1.0	9781400079148
1343	Dan Brown**THE LOST SYMBOL	2010-12-26	2.0	10	2.0	9781400079148
1344	Dan Brown**THE LOST SYMBOL	2011-01-02	5.0	11	2.0	9781400079148
1345	Dan Brown**THE LOST SYMBOL	2011-01-09	8.0	12	5.0	9781400079148
1346	Dan Brown**THE LOST SYMBOL	2011-01-16	5.0	13	8.0	9781400079148
1347	Dan Brown**THE LOST SYMBOL	2011-01-23	6.0	14	5.0	9781400079148
1348	Dan Simmons**DROOD	2009-02-14	18.0	0	0.0	9780316007023
1349	Dan Simmons**DROOD	2009-02-21	18.0	0	0.0	9780316007023
1350	Daniel Silva**THE DEFECTOR	2009-07-25	1.0	1	0.0	9780451230669
1351	Daniel Silva**THE DEFECTOR	2009-08-01	2.0	2	1.0	9780451230669
1352	Daniel Silva**THE DEFECTOR	2009-08-08	8.0	3	2.0	9780451230669
1353	Daniel Silva**THE DEFECTOR	2009-08-15	10.0	4	8.0	9780451230669
1354	Daniel Silva**THE DEFECTOR	2009-08-22	17.0	0	0.0	9780451230669
1355	Daniel Silva**THE DEFECTOR	2010-07-11	10.0	1	0.0	9780451230669
1356	Daniel Silva**THE DEFECTOR	2010-07-18	8.0	2	10.0	9780451230669
1357	Daniel Silva**THE DEFECTOR	2010-07-25	8.0	3	8.0	9780451230669
1358	Daniel Silva**THE DEFECTOR	2010-08-01	17.0	4	8.0	9780451230669
1359	Daniel Silva**THE DEFECTOR	2010-08-08	18.0	5	17.0	9780451230669
1360	Daniel Silva**THE DEFECTOR	2010-08-15	18.0	6	18.0	9780451230669
1361	Daniel Silva**THE REMBRANDT AFFAIR	2010-07-25	1.0	1	0.0	9780399156588
1362	Daniel Silva**THE REMBRANDT AFFAIR	2010-08-01	3.0	2	1.0	9780399156588
1363	Daniel Silva**THE REMBRANDT AFFAIR	2010-08-08	5.0	3	3.0	9780399156588
1364	Daniel Silva**THE REMBRANDT AFFAIR	2010-08-15	8.0	4	5.0	9780399156588
1365	Daniel Silva**THE REMBRANDT AFFAIR	2010-08-22	10.0	5	8.0	9780399156588
1366	Daniel Silva**THE REMBRANDT AFFAIR	2010-08-29	12.0	6	10.0	9780399156588
1367	Daniel Silva**THE REMBRANDT AFFAIR	2010-09-05	19.0	0	0.0	9780399156588
1368	Daniel Silva**THE SECRET SERVANT	2008-06-28	8.0	1	0.0	9780451224507
1369	Daniel Silva**THE SECRET SERVANT	2008-07-05	13.0	2	0.0	9780451224507
1370	Daniel Silva**THE SECRET SERVANT	2008-07-12	13.0	3	0.0	9780451224507
1371	Daniel Silva**THE SECRET SERVANT	2008-07-19	6.0	4	0.0	9780451224507
1372	Daniel Silva**THE SECRET SERVANT	2008-07-26	4.5	5	0.0	9780451224507
1373	Daniel Silva**THE SECRET SERVANT	2008-08-02	10.0	6	0.5	9780451224507
1374	Daniel Silva**THE SECRET SERVANT	2008-08-09	4.0	3	1.0	9780451224507
1375	Daniel Silva**THE SECRET SERVANT	2008-08-16	11.5	7	2.0	9780451224507
1376	Daniel Silva**THE SECRET SERVANT	2008-08-23	7.0	5	5.0	9780451224507
1377	Daniel Silva**THE SECRET SERVANT	2008-08-30	10.0	6	7.0	9780451224507
1378	Daniel Silva**THE SECRET SERVANT	2008-09-06	20.0	0	0.0	9780451224507
1379	Daniel Silva**THE SECRET SERVANT	2009-07-04	11.0	1	0.0	9780451224507
1380	Daniel Silva**THE SECRET SERVANT	2009-07-11	9.0	2	11.0	9780451224507
1381	Daniel Silva**THE SECRET SERVANT	2009-07-18	7.0	3	9.0	9780451224507
1382	Daniel Silva**THE SECRET SERVANT	2009-07-25	4.0	4	7.0	9780451224507
1383	Daniel Silva**THE SECRET SERVANT	2009-08-01	15.0	5	4.0	9780451224507
1384	Daniel Silva**THE SECRET SERVANT	2009-08-08	20.0	6	15.0	9780451224507
1385	Daniel Silva**THE SECRET SERVANT	2009-08-15	18.0	7	20.0	9780451224507
1386	Daniel Silva**THE SECRET SERVANT	2009-08-22	18.0	8	18.0	9780451224507
1387	Danielle Steel**A GOOD WOMAN	2008-11-01	5.0	1	0.0	9780385340267
1388	Danielle Steel**A GOOD WOMAN	2008-11-08	10.0	2	5.0	9780385340267
1389	Danielle Steel**A GOOD WOMAN	2008-11-15	18.0	0	0.0	9780385340267
1390	Danielle Steel**A GOOD WOMAN	2008-12-20	20.0	0	0.0	9780385340267
1391	Danielle Steel**A GOOD WOMAN	2008-12-27	16.0	0	0.0	9780385340267
1392	Danielle Steel**A GOOD WOMAN	2009-08-29	18.0	1	0.0	9780385340267
1393	Danielle Steel**A GOOD WOMAN	2009-09-05	9.0	2	18.0	9780385340267
1394	Danielle Steel**A GOOD WOMAN	2009-09-12	7.0	3	9.0	9780385340267
1395	Danielle Steel**A GOOD WOMAN	2009-09-19	8.0	4	7.0	9780385340267
1396	Danielle Steel**A GOOD WOMAN	2009-09-26	11.0	5	8.0	9780385340267
1397	Danielle Steel**AMAZING GRACE	2008-10-04	13.0	1	0.0	9780440243274
1398	Danielle Steel**AMAZING GRACE	2008-10-11	7.0	2	0.0	9780440243274
1399	Danielle Steel**AMAZING GRACE	2008-10-18	8.0	3	0.0	9780440243274
1400	Danielle Steel**AMAZING GRACE	2008-10-25	13.0	4	0.0	9780440243274
1401	Danielle Steel**BIG GIRL	2010-02-28	5.0	1	0.0	9780385343183
1402	Danielle Steel**BIG GIRL	2010-03-07	6.0	2	5.0	9780385343183
1403	Danielle Steel**BIG GIRL	2010-03-14	12.0	3	6.0	9780385343183
1404	Danielle Steel**BIG GIRL	2010-03-21	7.0	4	12.0	9780385343183
1405	Danielle Steel**BIG GIRL	2010-03-28	17.0	0	0.0	9780385343183
1406	Danielle Steel**BUNGALOW 2	2008-05-24	7.0	1	0.0	9780440242062
1407	Danielle Steel**BUNGALOW 2	2008-05-31	8.0	2	0.0	9780440242062
1408	Danielle Steel**BUNGALOW 2	2008-06-21	20.0	3	0.0	9780440242062
1409	Danielle Steel**FAMILY TIES	2010-06-27	4.0	1	0.0	9780385343169
1410	Danielle Steel**FAMILY TIES	2010-07-04	9.0	2	4.0	9780385343169
1411	Danielle Steel**FAMILY TIES	2010-07-11	13.0	3	9.0	9780385343169
1412	Danielle Steel**FAMILY TIES	2010-07-18	20.0	0	0.0	9780385343169
1413	Danielle Steel**HONOR THYSELF	2009-01-31	7.0	1	0.0	9780440243281
1414	Danielle Steel**HONOR THYSELF	2009-02-07	5.0	2	0.0	9780440243281
1415	Danielle Steel**HONOR THYSELF	2009-02-14	5.0	3	0.0	9780440243281
1416	Danielle Steel**HONOR THYSELF	2009-02-21	4.0	4	0.0	9780440243281
1417	Danielle Steel**LEGACY	2010-10-03	8.0	1	0.0	9780385343138
1418	Danielle Steel**LEGACY	2010-10-10	12.0	2	8.0	9780385343138
1419	Danielle Steel**LEGACY	2010-10-17	17.0	0	0.0	9780385343138
1420	Danielle Steel**MATTERS OF THE HEART	2009-06-06	5.0	1	0.0	9780385340274
1421	Danielle Steel**MATTERS OF THE HEART	2009-06-13	10.0	2	5.0	9780385340274
1422	Danielle Steel**MATTERS OF THE HEART	2009-06-20	19.0	0	0.0	9780385340274
1423	Danielle Steel**MATTERS OF THE HEART	2009-06-27	20.0	0	0.0	9780385340274
1424	Danielle Steel**MATTERS OF THE HEART	2010-05-30	17.0	1	0.0	9780385340274
1425	Danielle Steel**MATTERS OF THE HEART	2010-06-06	10.0	2	17.0	9780385340274
1426	Danielle Steel**MATTERS OF THE HEART	2010-06-13	9.0	3	10.0	9780385340274
1427	Danielle Steel**MATTERS OF THE HEART	2010-06-20	10.0	4	9.0	9780385340274
1428	Danielle Steel**MATTERS OF THE HEART	2010-06-27	18.0	5	10.0	9780385340274
1429	Danielle Steel**ONE DAY AT A TIME	2009-02-28	4.0	1	0.0	9780440243335
1430	Danielle Steel**ONE DAY AT A TIME	2009-03-07	5.0	2	4.0	9780440243335
1431	Danielle Steel**ONE DAY AT A TIME	2009-03-14	9.0	3	5.0	9780440243335
1432	Danielle Steel**ONE DAY AT A TIME	2009-03-21	9.0	4	9.0	9780440243335
1433	Danielle Steel**ONE DAY AT A TIME	2009-03-28	18.0	0	0.0	9780440243335
1434	Danielle Steel**ONE DAY AT A TIME	2010-02-07	6.0	1	0.0	9780440243335
1435	Danielle Steel**ONE DAY AT A TIME	2010-02-14	11.0	2	6.0	9780440243335
1436	Danielle Steel**ONE DAY AT A TIME	2010-02-21	7.0	3	11.0	9780440243335
1437	Danielle Steel**ONE DAY AT A TIME	2010-02-28	20.0	4	7.0	9780440243335
1438	Danielle Steel**ONE DAY AT A TIME	2010-03-21	18.0	5	0.0	9780440243335
1439	Danielle Steel**ROGUE	2008-06-28	4.0	1	0.0	9780440243298
1440	Danielle Steel**ROGUE	2008-07-05	8.0	2	4.0	9780440243298
1441	Danielle Steel**ROGUE	2008-07-12	13.0	3	8.0	9780440243298
1442	Danielle Steel**ROGUE	2009-06-13	3.0	1	0.0	9780440243298
1443	Danielle Steel**ROGUE	2009-06-20	6.0	2	3.0	9780440243298
1444	Danielle Steel**ROGUE	2009-06-27	12.0	3	6.0	9780440243298
1445	Danielle Steel**SOUTHERN LIGHTS	2009-10-24	8.0	1	0.0	9780440243328
1446	Danielle Steel**SOUTHERN LIGHTS	2009-10-31	14.0	2	8.0	9780440243328
1447	Danielle Steel**SOUTHERN LIGHTS	2009-11-07	18.0	0	0.0	9780440243328
1448	Danielle Steel**SOUTHERN LIGHTS	2010-10-31	16.0	1	0.0	9780440243328
1449	Danielle Steel**SOUTHERN LIGHTS	2010-11-07	4.0	2	16.0	9780440243328
1450	Danielle Steel**SOUTHERN LIGHTS	2010-11-14	6.0	3	4.0	9780440243328
1451	Danielle Steel**SOUTHERN LIGHTS	2010-11-21	5.0	4	6.0	9780440243328
1452	Danielle Steel**SOUTHERN LIGHTS	2010-11-28	7.0	5	5.0	9780440243328
1453	Danielle Steel**SOUTHERN LIGHTS	2010-12-19	16.0	6	0.0	9780440243328
1454	Danielle Steel**SOUTHERN LIGHTS	2010-12-26	13.0	7	16.0	9780440243328
1455	Danielle Trussoni**ANGELOLOGY	2010-03-14	7.0	1	0.0	9780670021475
1456	Danielle Trussoni**ANGELOLOGY	2010-03-21	6.0	2	7.0	9780670021475
1457	Danielle Trussoni**ANGELOLOGY	2010-03-28	10.0	3	6.0	9780670021475
1458	Danielle Trussoni**ANGELOLOGY	2010-04-04	15.0	4	10.0	9780670021475
1459	David Baldacci**DELIVER US FROM EVIL	2010-04-25	1.0	1	0.0	9780446564083
1460	David Baldacci**DELIVER US FROM EVIL	2010-05-02	4.0	2	1.0	9780446564083
1461	David Baldacci**DELIVER US FROM EVIL	2010-05-09	5.0	3	4.0	9780446564083
1462	David Baldacci**DELIVER US FROM EVIL	2010-05-16	7.0	4	5.0	9780446564083
1463	David Baldacci**DELIVER US FROM EVIL	2010-05-23	9.0	5	7.0	9780446564083
1464	David Baldacci**DELIVER US FROM EVIL	2010-05-30	12.0	6	9.0	9780446564083
1465	David Baldacci**DELIVER US FROM EVIL	2010-06-06	17.0	0	0.0	9780446564083
1466	David Baldacci**DELIVER US FROM EVIL	2010-06-13	17.0	0	0.0	9780446564083
1467	David Baldacci**DELIVER US FROM EVIL	2011-01-02	3.0	1	0.0	9780446564083
1468	David Baldacci**DELIVER US FROM EVIL	2011-01-09	1.0	2	3.0	9780446564083
1469	David Baldacci**DELIVER US FROM EVIL	2011-01-16	1.0	3	1.0	9780446564083
1470	David Baldacci**DELIVER US FROM EVIL	2011-01-23	1.0	4	1.0	9780446564083
1471	David Baldacci**DIVINE JUSTICE	2008-11-08	1.0	1	0.0	9780446544887
1472	David Baldacci**DIVINE JUSTICE	2008-11-15	3.0	2	1.0	9780446544887
1473	David Baldacci**DIVINE JUSTICE	2008-11-22	5.0	3	3.0	9780446544887
1474	David Baldacci**DIVINE JUSTICE	2008-11-29	8.0	4	5.0	9780446544887
1475	David Baldacci**DIVINE JUSTICE	2008-12-06	11.0	5	8.0	9780446544887
1476	David Baldacci**DIVINE JUSTICE	2008-12-13	11.0	6	11.0	9780446544887
1477	David Baldacci**DIVINE JUSTICE	2008-12-20	11.0	7	11.0	9780446544887
1478	David Baldacci**DIVINE JUSTICE	2008-12-27	10.0	8	11.0	9780446544887
1479	David Baldacci**DIVINE JUSTICE	2009-01-03	13.0	9	10.0	9780446544887
1480	David Baldacci**DIVINE JUSTICE	2009-01-10	15.0	10	13.0	9780446544887
1481	David Baldacci**DIVINE JUSTICE	2009-01-17	17.0	0	0.0	9780446544887
1482	David Baldacci**DIVINE JUSTICE	2009-01-24	16.0	0	0.0	9780446544887
1483	David Baldacci**DIVINE JUSTICE	2009-08-29	7.0	1	0.0	9780446544887
1484	David Baldacci**DIVINE JUSTICE	2009-09-05	3.0	2	7.0	9780446544887
1485	David Baldacci**DIVINE JUSTICE	2009-09-12	2.0	3	3.0	9780446544887
1486	David Baldacci**DIVINE JUSTICE	2009-09-19	2.0	4	2.0	9780446544887
1487	David Baldacci**DIVINE JUSTICE	2009-09-26	5.0	5	2.0	9780446544887
1488	David Baldacci**DIVINE JUSTICE	2009-10-03	13.0	6	5.0	9780446544887
1489	David Baldacci**DIVINE JUSTICE	2009-10-10	12.0	7	13.0	9780446544887
1490	David Baldacci**DIVINE JUSTICE	2009-10-17	15.0	8	12.0	9780446544887
1491	David Baldacci**DIVINE JUSTICE	2009-10-24	12.0	9	15.0	9780446544887
1492	David Baldacci**FIRST FAMILY	2009-04-25	1.0	1	0.0	9780446546959
1493	David Baldacci**FIRST FAMILY	2009-05-02	3.0	2	1.0	9780446546959
1494	David Baldacci**FIRST FAMILY	2009-05-09	4.0	3	3.0	9780446546959
1495	David Baldacci**FIRST FAMILY	2009-05-16	5.0	4	4.0	9780446546959
1496	David Baldacci**FIRST FAMILY	2009-05-23	6.0	5	5.0	9780446546959
1497	David Baldacci**FIRST FAMILY	2009-05-30	8.0	6	6.0	9780446546959
1498	David Baldacci**FIRST FAMILY	2009-06-06	12.0	7	8.0	9780446546959
1499	David Baldacci**FIRST FAMILY	2009-06-13	15.0	8	12.0	9780446546959
1500	David Baldacci**FIRST FAMILY	2009-06-20	12.0	9	15.0	9780446546959
1501	David Baldacci**FIRST FAMILY	2009-06-27	19.0	0	0.0	9780446546959
1502	David Baldacci**FIRST FAMILY	2010-02-21	2.0	1	0.0	9780446546959
1503	David Baldacci**FIRST FAMILY	2010-02-28	3.0	2	2.0	9780446546959
1504	David Baldacci**FIRST FAMILY	2010-03-07	3.0	3	3.0	9780446546959
1505	David Baldacci**FIRST FAMILY	2010-03-14	3.0	4	3.0	9780446546959
1506	David Baldacci**FIRST FAMILY	2010-03-21	3.0	5	3.0	9780446546959
1507	David Baldacci**FIRST FAMILY	2010-03-28	5.0	6	3.0	9780446546959
1508	David Baldacci**FIRST FAMILY	2010-04-04	10.0	7	5.0	9780446546959
1509	David Baldacci**FIRST FAMILY	2010-04-11	15.0	8	10.0	9780446546959
1510	David Baldacci**FIRST FAMILY	2010-04-18	17.0	9	15.0	9780446546959
1511	David Baldacci**FIRST FAMILY	2010-04-25	18.0	10	17.0	9780446546959
1512	David Baldacci**FIRST FAMILY	2010-05-23	17.0	11	0.0	9780446546959
1513	David Baldacci**HELL'S CORNER	2010-11-14	1.0	1	0.0	9780446195522
1514	David Baldacci**HELL'S CORNER	2010-11-21	3.0	2	1.0	9780446195522
1515	David Baldacci**HELL'S CORNER	2010-11-28	4.0	3	3.0	9780446195522
1516	David Baldacci**HELL'S CORNER	2010-12-05	6.0	4	4.0	9780446195522
1517	David Baldacci**HELL'S CORNER	2010-12-12	8.0	5	6.0	9780446195522
1518	David Baldacci**HELL'S CORNER	2010-12-19	12.0	6	8.0	9780446195522
1519	David Baldacci**HELL'S CORNER	2010-12-26	12.0	7	12.0	9780446195522
1520	David Baldacci**HELL'S CORNER	2011-01-02	13.0	8	12.0	9780446195522
1521	David Baldacci**HELL'S CORNER	2011-01-09	15.0	9	13.0	9780446195522
1522	David Baldacci**HELL'S CORNER	2011-01-16	15.0	10	15.0	9780446195522
1523	David Baldacci**HELL'S CORNER	2011-01-23	18.0	0	0.0	9780446195522
1524	David Baldacci**SIMPLE GENIUS	2008-05-24	8.0	8	6.0	9780446618731
1525	David Baldacci**SIMPLE GENIUS	2008-05-31	20.0	9	0.0	9780446618731
1526	David Baldacci**SIMPLE GENIUS	2008-06-07	12.0	10	0.0	9780446618731
1527	David Baldacci**SIMPLE GENIUS	2008-06-14	8.0	11	0.0	9780446618731
1528	David Baldacci**SIMPLE GENIUS	2008-06-21	14.0	12	0.0	9780446618731
1529	David Baldacci**STONE COLD	2008-08-30	2.0	1	0.0	9780446615648
1530	David Baldacci**STONE COLD	2008-09-06	3.0	2	0.0	9780446615648
1531	David Baldacci**STONE COLD	2008-09-13	3.0	3	0.0	9780446615648
1532	David Baldacci**STONE COLD	2008-09-20	4.0	4	0.0	9780446615648
1533	David Baldacci**STONE COLD	2008-10-04	16.0	6	0.0	9780446615648
1534	David Baldacci**STONE COLD	2008-10-11	18.0	7	0.0	9780446615648
1535	David Baldacci**STONE COLD	2008-10-18	18.0	8	0.0	9780446615648
1536	David Baldacci**THE WHOLE TRUTH	2008-05-24	10.0	5	7.0	9780778325505
1537	David Baldacci**THE WHOLE TRUTH	2008-05-31	13.0	6	10.0	9780778325505
1538	David Baldacci**THE WHOLE TRUTH	2009-02-28	2.0	1	0.0	9780778325505
1539	David Baldacci**THE WHOLE TRUTH	2009-03-07	1.0	2	2.0	9780778325505
1540	David Baldacci**THE WHOLE TRUTH	2009-03-14	1.0	3	1.0	9780778325505
1541	David Baldacci**THE WHOLE TRUTH	2009-03-21	1.0	4	1.0	9780778325505
1542	David Baldacci**THE WHOLE TRUTH	2009-03-28	2.0	5	1.0	9780778325505
1543	David Baldacci**THE WHOLE TRUTH	2009-04-04	8.0	6	2.0	9780778325505
1544	David Baldacci**THE WHOLE TRUTH	2009-04-11	8.0	7	8.0	9780778325505
1545	David Baldacci**THE WHOLE TRUTH	2009-04-18	7.0	8	8.0	9780778325505
1546	David Baldacci**THE WHOLE TRUTH	2009-04-25	8.0	9	7.0	9780778325505
1547	David Baldacci**TRUE BLUE	2009-10-31	3.0	1	0.0	9780446561976
1548	David Baldacci**TRUE BLUE	2009-11-07	6.0	2	3.0	9780446561976
1549	David Baldacci**TRUE BLUE	2009-11-14	7.0	3	6.0	9780446561976
1550	David Baldacci**TRUE BLUE	2009-11-21	7.0	4	7.0	9780446561976
1551	David Baldacci**TRUE BLUE	2009-11-28	14.0	5	7.0	9780446561976
1552	David Baldacci**TRUE BLUE	2009-12-05	13.0	6	14.0	9780446561976
1553	David Baldacci**TRUE BLUE	2009-12-12	14.0	7	13.0	9780446561976
1554	David Baldacci**TRUE BLUE	2009-12-19	16.0	8	14.0	9780446561976
1555	David Baldacci**TRUE BLUE	2009-12-27	12.0	9	16.0	9780446561976
1556	David Baldacci**TRUE BLUE	2010-08-29	4.0	1	0.0	9780446561976
1557	David Baldacci**TRUE BLUE	2010-09-05	3.0	2	4.0	9780446561976
1558	David Baldacci**TRUE BLUE	2010-09-12	4.0	3	3.0	9780446561976
1559	David Baldacci**TRUE BLUE	2010-09-19	3.0	4	4.0	9780446561976
1560	David Baldacci**TRUE BLUE	2010-09-26	3.0	5	3.0	9780446561976
1561	David Baldacci**TRUE BLUE	2010-10-03	11.0	6	3.0	9780446561976
1562	David Baldacci**TRUE BLUE	2010-10-10	14.0	7	11.0	9780446561976
1563	David Baldacci**TRUE BLUE	2010-10-17	13.0	8	14.0	9780446561976
1564	David Baldacci**TRUE BLUE	2010-10-24	12.0	9	13.0	9780446561976
1565	David Benioff**CITY OF THIEVES	2009-04-04	4.0	1	0.0	9780452295292
1566	David Benioff**CITY OF THIEVES	2009-04-11	3.0	2	4.0	9780452295292
1567	David Benioff**CITY OF THIEVES	2009-04-18	3.0	3	3.0	9780452295292
1568	David Benioff**CITY OF THIEVES	2009-04-25	3.0	4	3.0	9780452295292
1569	David Benioff**CITY OF THIEVES	2009-05-02	3.0	5	3.0	9780452295292
1570	David Benioff**CITY OF THIEVES	2009-05-09	5.0	6	3.0	9780452295292
1571	David Benioff**CITY OF THIEVES	2009-05-16	6.0	7	5.0	9780452295292
1572	David Benioff**CITY OF THIEVES	2009-05-23	11.0	8	6.0	9780452295292
1573	David Benioff**CITY OF THIEVES	2009-05-30	15.0	9	11.0	9780452295292
1574	David Benioff**CITY OF THIEVES	2009-06-06	15.0	10	15.0	9780452295292
1575	David Benioff**CITY OF THIEVES	2009-06-13	17.0	11	15.0	9780452295292
1576	David Benioff**CITY OF THIEVES	2009-06-20	17.0	12	17.0	9780452295292
1577	David Benioff**CITY OF THIEVES	2009-06-27	20.0	13	17.0	9780452295292
1578	David Ebershoff**THE 19TH WIFE	2008-08-16	12.0	1	0.0	9781400063970
1579	David Ebershoff**THE 19TH WIFE	2008-08-23	17.0	0	0.0	9781400063970
1580	David Foster Wallace**INFINITE JEST	2008-09-20	18.0	1	0.0	9780316921176
1581	David Gibbins**THE LOST TOMB	2008-10-11	19.0	1	0.0	9780553591194
1582	David Gibbins**THE LOST TOMB	2008-10-18	6.0	2	0.0	9780553591194
1583	David Gibbins**THE LOST TOMB	2008-10-25	9.0	3	0.0	9780553591194
1584	David Gibbins**THE LOST TOMB	2008-11-01	13.0	4	9.0	9780553591194
1585	David Lynn Golemon**LEGEND	2008-07-19	19.0	1	0.0	9780312945947
1586	David Michaels**TOM CLANCY'S SPLINTER CELL: ENDGAME	2009-12-12	16.0	1	0.0	9780425231449
1587	David Michaels**TOM CLANCY'S SPLINTER CELL: ENDGAME	2009-12-19	16.0	2	16.0	9780425231449
1588	David Michaels**TOM CLANCY'S SPLINTER CELL: ENDGAME	2009-12-27	14.0	3	16.0	9780425231449
1589	David Michaels**TOM CLANCY’S GHOST RECON	2008-11-08	11.0	1	0.0	9780425220146
1590	David Michaels**TOM CLANCY’S GHOST RECON	2008-11-15	10.0	2	0.0	9780425220146
1591	David Michaels**TOM CLANCY’S GHOST RECON	2008-11-22	8.0	3	0.0	9780425220146
1592	David Michaels**TOM CLANCY’S GHOST RECON	2008-11-29	17.0	4	0.0	9780425220146
1593	David Michaels**TOM CLANCY’S GHOST RECON	2008-12-13	20.0	5	0.0	9780425220146
1594	David Michaels**TOM CLANCY’S GHOST RECON	2008-12-20	17.0	6	0.0	9780425220146
1595	David Michaels**TOM CLANCY’S SPLINTER CELL: CONVICTION	2009-11-07	13.0	1	0.0	9780425231043
1596	David Michaels**TOM CLANCY’S SPLINTER CELL: CONVICTION	2009-11-14	5.0	2	13.0	9780425231043
1597	David Michaels**TOM CLANCY’S SPLINTER CELL: CONVICTION	2009-11-21	5.0	3	5.0	9780425231043
1598	David Michaels**TOM CLANCY’S SPLINTER CELL: CONVICTION	2009-11-28	16.0	4	5.0	9780425231043
1599	David Michaels**TOM CLANCY’S SPLINTER CELL: CONVICTION	2009-12-05	18.0	5	16.0	9780425231043
1600	David Michaels**TOM CLANCY’S SPLINTER CELL: CONVICTION	2009-12-12	17.0	6	18.0	9780425231043
1601	David Michaels**TOM CLANCY’S SPLINTER CELL: CONVICTION	2009-12-19	14.0	7	17.0	9780425231043
1602	David Michaels**TOM CLANCY’S SPLINTER CELL: CONVICTION	2009-12-27	13.0	8	14.0	9780425231043
1603	David Mitchell**THE THOUSAND AUTUMNS OF JACOB DE ZOET	2010-07-04	14.0	1	0.0	9781400065455
1604	David Mitchell**THE THOUSAND AUTUMNS OF JACOB DE ZOET	2010-07-11	11.0	2	14.0	9781400065455
1605	David Mitchell**THE THOUSAND AUTUMNS OF JACOB DE ZOET	2010-07-18	16.0	0	0.0	9781400065455
1606	David Mitchell**THE THOUSAND AUTUMNS OF JACOB DE ZOET	2010-07-25	16.0	3	0.0	9781400065455
1607	David Mitchell**THE THOUSAND AUTUMNS OF JACOB DE ZOET	2010-08-01	18.0	0	0.0	9781400065455
1608	David Nicholls**ONE DAY	2010-06-27	7.0	1	0.0	9780307474711
1609	David Nicholls**ONE DAY	2010-07-04	4.0	2	7.0	9780307474711
1610	David Nicholls**ONE DAY	2010-07-11	8.0	3	4.0	9780307474711
1611	David Nicholls**ONE DAY	2010-07-18	5.0	4	8.0	9780307474711
1612	David Nicholls**ONE DAY	2010-07-25	4.0	5	5.0	9780307474711
1613	David Nicholls**ONE DAY	2010-08-01	4.0	6	4.0	9780307474711
1614	David Nicholls**ONE DAY	2010-08-08	5.0	7	4.0	9780307474711
1615	David Nicholls**ONE DAY	2010-08-15	8.0	8	5.0	9780307474711
1616	David Nicholls**ONE DAY	2010-08-22	11.0	9	8.0	9780307474711
1617	David Nicholls**ONE DAY	2010-08-29	11.0	10	11.0	9780307474711
1618	David Nicholls**ONE DAY	2010-09-05	17.0	11	11.0	9780307474711
1619	David Nicholls**ONE DAY	2010-09-12	20.0	12	17.0	9780307474711
1620	David Sedaris**SQUIRREL SEEKS CHIPMUNK	2010-10-03	5.0	1	0.0	9780316038393
1621	David Sedaris**SQUIRREL SEEKS CHIPMUNK	2010-10-10	6.0	2	5.0	9780316038393
1622	David Sedaris**SQUIRREL SEEKS CHIPMUNK	2010-10-17	8.0	3	6.0	9780316038393
1623	David Sedaris**SQUIRREL SEEKS CHIPMUNK	2010-10-24	9.0	4	8.0	9780316038393
1624	David Sedaris**SQUIRREL SEEKS CHIPMUNK	2010-10-31	11.0	5	9.0	9780316038393
1625	David Sedaris**SQUIRREL SEEKS CHIPMUNK	2010-11-07	10.0	6	11.0	9780316038393
1626	David Sedaris**SQUIRREL SEEKS CHIPMUNK	2010-11-14	7.0	7	10.0	9780316038393
1627	David Sedaris**SQUIRREL SEEKS CHIPMUNK	2010-11-21	8.0	8	7.0	9780316038393
1628	David Sedaris**SQUIRREL SEEKS CHIPMUNK	2010-11-28	13.0	9	8.0	9780316038393
1629	David Sedaris**SQUIRREL SEEKS CHIPMUNK	2010-12-05	9.0	10	13.0	9780316038393
1630	David Sedaris**SQUIRREL SEEKS CHIPMUNK	2010-12-12	12.0	11	9.0	9780316038393
1631	David Sedaris**SQUIRREL SEEKS CHIPMUNK	2010-12-19	9.0	12	12.0	9780316038393
1632	David Sedaris**SQUIRREL SEEKS CHIPMUNK	2010-12-26	9.0	13	9.0	9780316038393
1633	David Sedaris**SQUIRREL SEEKS CHIPMUNK	2011-01-02	18.0	0	0.0	9780316038393
1634	David Sedaris**SQUIRREL SEEKS CHIPMUNK	2011-01-16	19.0	0	0.0	9780316038393
1635	David Weber**A MIGHTY FORTRESS	2010-04-18	9.0	1	0.0	9780765315052
1636	David Weber**BY HERESIES DISTRESSED	2009-07-11	11.0	1	0.0	9780765315038
1637	David Weber**BY SCHISM RENT ASUNDER	2008-07-26	18.0	0	0.0	9780765315014
