	author	list_date	num_wks_on_list	rank_last_wk	rank_this_wk	title	author_title	asin	isbn10	isbn13
14869	Paul I. Wellman	1962-08-19	2	13	15	MAGNIFICENT DESTINY	Paul I. Wellman**MAGNIFICENT DESTINY	 	9997409469	9789997409461
14870	C.S. Forester	1962-08-19	1	--	13	HORNBLOWER AND THE HOTSPUR	C.S. Forester**HORNBLOWER AND THE HOTSPUR	B0055TG5MI	0316290467	9780316290463
14871	Herman Wouk	1962-08-12	14	3	3	YOUNGBLOOD HAWKE	Herman Wouk**YOUNGBLOOD HAWKE	 	0316955175	9780316955171
14872	Irving Wallace	1962-08-12	10	6	5	THE PRIZE	Irving Wallace**THE PRIZE	 	0451094557	9780451094551
14873	Anne Morrow Lindbergh	1962-08-12	11	2	2	DEARLY BELOVED	Anne Morrow Lindbergh**DEARLY BELOVED	 	1556524900	9781556524905
14874	Irving Stone	1962-08-12	74	9	9	THE AGONY AND THE ECSTASY	Irving Stone**THE AGONY AND THE ECSTASY	 	0451171357	9780451171351
14875	Louis Auchincloss	1962-08-12	5	8	8	PORTRAIT IN BROWNSTONE	Louis Auchincloss**PORTRAIT IN BROWNSTONE	 	0070024413	9780070024410
14876	Philip Roth	1962-08-12	8	11	10	LETTING GO	Philip Roth**LETTING GO	B004EBT6VA	0679764178	9780679764175
14877	J.D. Salinger	1962-08-12	49	10	11	FRANNY AND ZOOEY	J.D. Salinger**FRANNY AND ZOOEY	 	0316769029	9780316769020
14878	James Baldwin	1962-08-12	8	7	7	ANOTHER COUNTRY	James Baldwin**ANOTHER COUNTRY	B00EGMV01Q	0141186372	9780141186375
14879	Alistair MacLean	1962-08-12	7	15	16	THE GOLDEN RENDEZVOUS	Alistair MacLean**THE GOLDEN RENDEZVOUS	B002RIA012	0449214230	9780449214237
14880	Paul I. Wellman	1962-08-12	1	--	13	MAGNIFICENT DESTINY	Paul I. Wellman**MAGNIFICENT DESTINY	 	9997409469	9789997409461
14881	John O'Hara	1962-08-12	13	14	15	THE BIG LAUGH	John O'Hara**THE BIG LAUGH	 	 	 
14882	Robert Ruark	1962-08-12	10	5	6	UHURU	Robert Ruark**UHURU	 	1568490259	9781568490250
14883	Katherine Anne Porter	1962-08-12	20	1	1	SHIP OF FOOLS	Katherine Anne Porter**SHIP OF FOOLS	B00U899DQU	0316713902	9780316713900
14884	William Faulkner	1962-08-12	10	4	4	THE REIVERS	William Faulkner**THE REIVERS	B004JN1CVA	0679741925	9780679741923
14885	Anya Seton	1962-08-12	24	12	14	DEVIL WATER	Anya Seton**DEVIL WATER	B00CKDFECO	1556526598	9781556526596
14886	Jerome Weidman	1962-08-12	2	13	12	THE SOUND OF BOW BELLS	Jerome Weidman**THE SOUND OF BOW BELLS	 	 	 
14887	Edwin O'Connor	1956-10-28	38	4	3	THE LAST HURRAH	Edwin O'Connor**THE LAST HURRAH	 	0316626597	9780316626590
14888	Guy Endore	1956-10-28	4	6	6	KING OF PARIS	Guy Endore**KING OF PARIS	 	 	 
14889	Nicholas Monsarrat	1956-10-28	1	--	16	THE TRIBE THAT LOST ITS HEAD	Nicholas Monsarrat**THE TRIBE THAT LOST ITS HEAD	B005PNSYAA	0330400207	9780330400206
14890	Patrick Dennis	1956-10-28	87	5	5	AUNTIE MAME	Patrick Dennis**AUNTIE MAME	B000FC1GPG	0767908198	9780767908191
14891	Charles E. Mercer	1956-10-28	3	15	13	RACHEL CADE	Charles E. Mercer**RACHEL CADE	 	B000DILH6U	 
14892	John Hersey	1956-10-28	21	10	12	A SINGLE PEBBLE	John Hersey**A SINGLE PEBBLE	 	0394756975	9780394756974
14893	Simone de Beauvoir	1956-10-28	23	7	9	THE MANDARINS	Simone de Beauvoir**THE MANDARINS	 	0007203942	9780007203949
14894	Grace Metalious	1956-10-28	7	2	2	PEYTON PLACE	Grace Metalious**PEYTON PLACE	B004P1JFIS	1555534007	9781555534004
14895	Paul Wellman	1956-10-28	3	13	10	JERICHO'S DAUGHTERS	Paul Wellman**JERICHO'S DAUGHTERS	 	999751937X	9789997519375
14896	Angus Wilson	1956-10-28	3	11	11	ANGLO-SAXON ATTITUDES	Angus Wilson**ANGLO-SAXON ATTITUDES	B00ERTBG4E	0140174249	9780140174243
14897	Francoise Sagan	1956-10-28	13	3	4	A CERTAIN SMILE	Francoise Sagan**A CERTAIN SMILE	 	9997413393	9789997413390
14898	Eugene Burdick	1956-10-28	20	14	14	THE NINTH WAVE	Eugene Burdick**THE NINTH WAVE	 	 	 
14899	William Brinkley	1956-10-28	17	1	1	DON'T GO NEAR THE WATER	William Brinkley**DON'T GO NEAR THE WATER	 	1591140935	9781591140931
14900	Helen Howe	1956-10-28	5	9	8	THE SUCCESS	Helen Howe**THE SUCCESS	 	 	 
14901	Virginia Rowans	1956-10-28	7	8	7	THE LOVING COUPLE	Virginia Rowans**THE LOVING COUPLE	 	 	 
14902	Samuel Shellabarger	1956-10-28	8	12	15	TOLBECKEN	Samuel Shellabarger**TOLBECKEN	 	 	 
14903	Taylor Caldwell	1952-06-22	8	9	9	THE DEVIL'S ADVOCATE	Taylor Caldwell**THE DEVIL'S ADVOCATE	 	0515078646	9780515078640
14904	Herman Wouk	1952-06-22	64	 1	1	THE CAINE MUTINY	Herman Wouk**THE CAINE MUTINY	B009NLFJ80	0316955108	9780316955102
14905	Nicholas Monsarrat	1952-06-22	47	6	7	THE CRUEL SEA	Nicholas Monsarrat**THE CRUEL SEA	 	1580800467	9781580800464
14906	Edith Simon	1952-06-22	8	7	8	THE GOLDEN HAND	Edith Simon**THE GOLDEN HAND	 	 	 
14907	Frank G. Slaughter	1952-06-22	5	16	15	EAST SIDE GENERAL	Frank G. Slaughter**EAST SIDE GENERAL	 	0091220602	9780091220600
14908	Paul Hyde Bonner	1952-06-22	13	10	14	S P Q R	Paul Hyde Bonner**S P Q R			
14909	Charles Mills	1952-06-22	3	13	11	THE ALEXANDRIANS	Charles Mills**THE ALEXANDRIANS			
14910	James Ramsey Ullman	1952-06-22	4	12	10	WINDOM'S WAY	James Ramsey Ullman**WINDOM'S WAY	 	 	 
14911	Daphne du Maurier	1952-06-22	21	2	2	MY COUSIN RACHEL	Daphne du Maurier**MY COUSIN RACHEL	B01EYTVPNS	0316252964	9780316252966
14912	Mary Roberts Rinehart	1952-06-22	22	14	12	THE SWIMMING POOL	Mary Roberts Rinehart**THE SWIMMING POOL	 	0758205376	9780758205377
14913	C.S. Forester	1952-06-22	12	15	16	LIEUTENANT HORNBLOWER	C.S. Forester**LIEUTENANT HORNBLOWER	B00507HKY2	0316290637	9780316290630
14914	Agnes Sligh Turnbull	1952-06-22	14	3	4	THE GOWN OF GLORY	Agnes Sligh Turnbull**THE GOWN OF GLORY	 	0006136729	9780006136729
14915	Howard Spring	1952-06-22	8	4	3	THE HOUSES IN BETWEEN	Howard Spring**THE HOUSES IN BETWEEN	 	1842323474	9781842323472
14916	Pearl S. Buck	1952-06-22	5	8	6	THE HIDDEN FLOWER	Pearl S. Buck**THE HIDDEN FLOWER	B00CLVB9EM	0855945710	9780855945718
14917	Frank Yerby	1952-06-22	11	5	5	THE SARACEN BLADE	Frank Yerby**THE SARACEN BLADE	 	0899662161	9780899662169
14918	Ralph Ellison	1952-06-22	9	11	13	INVISIBLE MAN	Ralph Ellison**INVISIBLE MAN	B003WUYR9K	0679732764	9780679732761
14919	Anya Seton	1962-03-04	1	--	12	DEVIL WATER	Anya Seton**DEVIL WATER	B00CKDFECO	1556526598	9781556526596
14920	Mary Renault	1962-03-04	3	9	6	THE BULL FROM THE SEA	Mary Renault**THE BULL FROM THE SEA	 	0099463539	9780099463535
14921	Leo Calvin Rosten	1962-03-04	8	11	11	CAPTAIN NEWMAN, M.D.	Leo Calvin Rosten**CAPTAIN NEWMAN, M.D.			
14922	Morris L. West	1962-03-04	15	7	7	DAUGHTER OF SILENCE	Morris L. West**DAUGHTER OF SILENCE	 	055320694X	9780553206944
14923	Irving Stone	1962-03-04	51	2	2	THE AGONY AND THE ECSTASY	Irving Stone**THE AGONY AND THE ECSTASY	 	0451171357	9780451171351
14924	Al Dewlen	1962-03-04	6	12	16	TWILIGHT OF HONOR	Al Dewlen**TWILIGHT OF HONOR	 	0451022572	9780451022578
14925	J.D. Salinger	1962-03-04	26	1	1	FRANNY AND ZOOEY	J.D. Salinger**FRANNY AND ZOOEY	 	0316769029	9780316769020
14926	Mary Stewart	1962-03-04	10	6	8	THE IVY TREE	Mary Stewart**THE IVY TREE	 	0380820749	9780380820740
14927	Victoria Holt	1962-03-04	5	14	15	KIRKLAND REVELS	Victoria Holt**KIRKLAND REVELS	 	0792719220	9780792719229
14928	Taylor Caldwell	1962-03-04	16	3	3	A PROLOGUE TO LOVE	Taylor Caldwell**A PROLOGUE TO LOVE	B0081V4QMI	0002216345	9780002216340
14929	Edward Streeter	1962-03-04	24	8	9	CHAIRMAN OF THE BORED	Edward Streeter**CHAIRMAN OF THE BORED	 	9997499743	9789997499745
14930	Patrick Dennis	1962-03-04	20	10	10	LITTLE ME	Patrick Dennis**LITTLE ME	B0012RMV9I	0767913477	9780767913478
14931	Harper Lee	1962-03-04	85	4	5	TO KILL A MOCKINGBIRD	Harper Lee**TO KILL A MOCKINGBIRD	B00K0OI42W	0061120081	9780061120084
14932	Robert Nathan	1962-03-04	3	--	13	A STAR IN THE WIND	Robert Nathan**A STAR IN THE WIND	 	 	 
14933	Harold Robbins	1962-03-04	38	13	14	THE CARPETBAGGERS	Harold Robbins**THE CARPETBAGGERS	B00AJGNIL8	0765351463	9780765351463
14934	Richard Hughes	1962-03-04	4	5	4	THE FOX IN THE ATTIC	Richard Hughes**THE FOX IN THE ATTIC	B005UF9WJU	0940322293	9780940322295
14935	Daphne du Maurier	1954-10-17	20	2	2	MARY ANNE	Daphne du Maurier**MARY ANNE	 	0316323713	9780316323710
14936	Mac Hyman	1954-10-17	2	12	6	NO TIME FOR SERGEANTS	Mac Hyman**NO TIME FOR SERGEANTS	 	0807120324	9780807120323
14937	Taylor Caldwell	1954-10-17	25	11	13	NEVER VICTORIOUS, NEVER DEFEATED	Taylor Caldwell**NEVER VICTORIOUS, NEVER DEFEATED	 	044631076X	9780446310765
14938	Ernest Kellogg Gann	1954-10-17	2	10	5	SOLDIER OF FORTUNE	Ernest Kellogg Gann**SOLDIER OF FORTUNE			
14939	Frances Parkinson Keyes	1954-10-17	19	5	7	THE ROYAL BOX	Frances Parkinson Keyes**THE ROYAL BOX	 	0671788973	9780671788971
14940	John Steinbeck	1954-10-17	19	4	8	SWEET THURSDAY	John Steinbeck**SWEET THURSDAY	B001BC2ZTA	0143039474	9780143039471
14941	Igor Gouzenko	1954-10-17	13	8	9	THE FALL OF A TITAN	Igor Gouzenko**THE FALL OF A TITAN	 	 	 
14942	Kenneth Dodson	1954-10-17	30	14	16	AWAY ALL BOATS	Kenneth Dodson**AWAY ALL BOATS	 	1557501734	9781557501738
14943	Morton Thompson	1954-10-17	41	3	3	NOT AS A STRANGER	Morton Thompson**NOT AS A STRANGER	 	1568491182	9781568491189
14944	Anya Seton	1954-10-17	3	6	4	KATHERINE	Anya Seton**KATHERINE	B008454XNS	155652532X	9781556525322
14945	William Faulkner	1954-10-17	11	7	10	A FABLE	William Faulkner**A FABLE	B004JHYSJ4	0394724135	9780394724133
14946	Andre Soubiran	1954-10-17	10	--	15	THE HEALING OATH	Andre Soubiran**THE HEALING OATH			
14947	Frans G. Bengtsson	1954-10-17	4	--	11	THE LONG SHIPS	Frans G. Bengtsson**THE LONG SHIPS	 	000612609X	9780006126096
14948	Irving Stone	1954-10-17	9	1	1	LOVE IS ETERNAL	Irving Stone**LOVE IS ETERNAL	 	1568495560	9781568495569
14949	Harriette Arnow	1954-10-17	25	9	12	THE DOLLMAKER	Harriette Arnow**THE DOLLMAKER	B0041D8478	0060529342	9780060529345
14950	Mika Waltari	1954-10-17	59	--	14	THE EGYPTIAN	Mika Waltari**THE EGYPTIAN	 	 	 
14951	Edwin O'Connor	1956-10-21	37	4	4	THE LAST HURRAH	Edwin O'Connor**THE LAST HURRAH	 	0316626597	9780316626590
14952	Guy Endore	1956-10-21	3	6	6	KING OF PARIS	Guy Endore**KING OF PARIS	 	 	 
14953	Patrick Dennis	1956-10-21	86	5	5	AUNTIE MAME	Patrick Dennis**AUNTIE MAME	B000FC1GPG	0767908198	9780767908191
14954	Charles E. Mercer	1956-10-21	2	14	15	RACHEL CADE	Charles E. Mercer**RACHEL CADE	 	B000DILH6U	 
14955	John Hersey	1956-10-21	20	9	10	A SINGLE PEBBLE	John Hersey**A SINGLE PEBBLE	 	0394756975	9780394756974
14956	Simone de Beauvoir	1956-10-21	22	7	7	THE MANDARINS	Simone de Beauvoir**THE MANDARINS	 	0007203942	9780007203949
14957	Grace Metalious	1956-10-21	6	2	2	PEYTON PLACE	Grace Metalious**PEYTON PLACE	B004P1JFIS	1555534007	9781555534004
14958	Paul Wellman	1956-10-21	2	15	13	JERICHO'S DAUGHTERS	Paul Wellman**JERICHO'S DAUGHTERS	 	999751937X	9789997519375
14959	Angus Wilson	1956-10-21	2	12	11	ANGLO-SAXON ATTITUDES	Angus Wilson**ANGLO-SAXON ATTITUDES	B00ERTBG4E	0140174249	9780140174243
14960	Eugene Burdick	1956-10-21	19	--	14	THE NINTH WAVE	Eugene Burdick**THE NINTH WAVE	 	 	 
14961	Helen Howe	1956-10-21	4	11	9	THE SUCCESS	Helen Howe**THE SUCCESS	 	 	 
14962	William Brinkley	1956-10-21	16	1	1	DON'T GO NEAR THE WATER	William Brinkley**DON'T GO NEAR THE WATER	 	1591140935	9781591140931
14963	Francoise Sagan	1956-10-21	12	3	3	A CERTAIN SMILE	Francoise Sagan**A CERTAIN SMILE	 	9997413393	9789997413390
14964	Frank Yerby	1956-10-21	3	--	16	CAPTAIN REBEL	Frank Yerby**CAPTAIN REBEL	 	0854565213	9780854565214
14965	Virginia Rowans	1956-10-21	6	8	8	THE LOVING COUPLE	Virginia Rowans**THE LOVING COUPLE	 	 	 
14966	Samuel Shellabarger	1956-10-21	7	13	12	TOLBECKEN	Samuel Shellabarger**TOLBECKEN	 	 	 
14967	Taylor Caldwell	1952-06-29	9	9	12	THE DEVIL'S ADVOCATE	Taylor Caldwell**THE DEVIL'S ADVOCATE	 	0515078646	9780515078640
14968	Herman Wouk	1952-06-29	65	 1	1	THE CAINE MUTINY	Herman Wouk**THE CAINE MUTINY	B009NLFJ80	0316955108	9780316955102
14969	Nicholas Monsarrat	1952-06-29	48	7	6	THE CRUEL SEA	Nicholas Monsarrat**THE CRUEL SEA	 	1580800467	9781580800464
14970	Paul Hyde Bonner	1952-06-29	14	14	15	S P Q R	Paul Hyde Bonner**S P Q R			
14971	Edith Simon	1952-06-29	9	8	7	THE GOLDEN HAND	Edith Simon**THE GOLDEN HAND	 	 	 
14972	Frank Yerby	1952-06-29	12	5	5	THE SARACEN BLADE	Frank Yerby**THE SARACEN BLADE	 	0899662161	9780899662169
14973	Charles Mills	1952-06-29	4	11	10	THE ALEXANDRIANS	Charles Mills**THE ALEXANDRIANS			
14974	James Ramsey Ullman	1952-06-29	5	10	11	WINDOM'S WAY	James Ramsey Ullman**WINDOM'S WAY	 	 	 
14975	Daphne du Maurier	1952-06-29	22	2	2	MY COUSIN RACHEL	Daphne du Maurier**MY COUSIN RACHEL	B01EYTVPNS	0316252964	9780316252966
14976	C.S. Forester	1952-06-29	13	16	14	LIEUTENANT HORNBLOWER	C.S. Forester**LIEUTENANT HORNBLOWER	B00507HKY2	0316290637	9780316290630
14977	Agnes Sligh Turnbull	1952-06-29	15	4	3	THE GOWN OF GLORY	Agnes Sligh Turnbull**THE GOWN OF GLORY	 	0006136729	9780006136729
14978	Howard Spring	1952-06-29	9	3	4	THE HOUSES IN BETWEEN	Howard Spring**THE HOUSES IN BETWEEN	 	1842323474	9781842323472
14979	Pearl S. Buck	1952-06-29	6	6	8	THE HIDDEN FLOWER	Pearl S. Buck**THE HIDDEN FLOWER	B00CLVB9EM	0855945710	9780855945718
14980	Stephen Longstreet	1952-06-29	1	--	16	THE BEACH HOUSE	Stephen Longstreet**THE BEACH HOUSE	 	 	 
14981	Barnaby Conrad	1952-06-29	1	--	9	MATADOR	Barnaby Conrad**MATADOR	B00B03G48S	0884962865	9780884962861
14982	Ralph Ellison	1952-06-29	10	13	13	INVISIBLE MAN	Ralph Ellison**INVISIBLE MAN	B003WUYR9K	0679732764	9780679732761
14983	Kurt Vonnegut	1969-07-06	13	6	7	SLAUGHTERHOUSE FIVE	Kurt Vonnegut**SLAUGHTERHOUSE FIVE	B003XVYLDU	0385333846	9780385333849
14984	Vladimir Nabokov	1969-07-06	9	4	4	ADA, OR ARDOR: A FAMILY CHRONICLE	Vladimir Nabokov**ADA, OR ARDOR: A FAMILY CHRONICLE	B004KABDPM	0679725229	9780679725220
14985	Jessamyn West	1969-07-06	14	7	8	EXCEPT FOR ME AND THEE	Jessamyn West**EXCEPT FOR ME AND THEE	 	0380011719	9780380011711
14986	Eugenia Price	1969-07-06	1	--	10	NEW MOON RISING	Eugenia Price**NEW MOON RISING	B00866Q388	1577361814	9781577361817
14987	Philip Roth	1969-07-06	22	2	2	PORTNOY'S COMPLAINT	Philip Roth**PORTNOY'S COMPLAINT	B003WUYR8Q	0099399016	9780099399018
14988	Mario Puzo	1969-07-06	17	3	3	THE GODFATHER	Mario Puzo**THE GODFATHER	B0022Q8CSC	0451205766	9780451205766
14989	Jacqueline Susann	1969-07-06	9	1	1	THE LOVE MACHINE	Jacqueline Susann**THE LOVE MACHINE	B017A24T5M	0802135447	9780802135445
14990	Gladys Rockmore Davis	1969-07-06	1	--	6	THE PRETENDERS	Gladys Rockmore Davis**THE PRETENDERS	B005K161GG	0451075412	9780451075413
14991	Michael Crichton	1969-07-06	4	5	5	THE ANDROMEDA STRAIN	Michael Crichton**THE ANDROMEDA STRAIN	B007UH4EPS	0060541814	9780060541811
14992	Ross MacDonald	1969-07-06	3	10	9	THE GOODBYE LOOK	Ross MacDonald**THE GOODBYE LOOK			
14993	Daphne du Maurier	1954-10-10	19	2	2	MARY ANNE	Daphne du Maurier**MARY ANNE	 	0316323713	9780316323710
14994	Mac Hyman	1954-10-10	1	--	12	NO TIME FOR SERGEANTS	Mac Hyman**NO TIME FOR SERGEANTS	 	0807120324	9780807120323
14995	Taylor Caldwell	1954-10-10	24	7	11	NEVER VICTORIOUS, NEVER DEFEATED	Taylor Caldwell**NEVER VICTORIOUS, NEVER DEFEATED	 	044631076X	9780446310765
14996	Kenneth Dodson	1954-10-10	29	--	14	AWAY ALL BOATS	Kenneth Dodson**AWAY ALL BOATS	 	1557501734	9781557501738
14997	Ernest Kellogg Gann	1954-10-10	1	--	10	SOLDIER OF FORTUNE	Ernest Kellogg Gann**SOLDIER OF FORTUNE			
14998	Frances Parkinson Keyes	1954-10-10	18	6	5	THE ROYAL BOX	Frances Parkinson Keyes**THE ROYAL BOX	 	0671788973	9780671788971
14999	John Steinbeck	1954-10-10	18	5	4	SWEET THURSDAY	John Steinbeck**SWEET THURSDAY	B001BC2ZTA	0143039474	9780143039471
15000	Harriette Arnow	1954-10-10	24	8	9	THE DOLLMAKER	Harriette Arnow**THE DOLLMAKER	B0041D8478	0060529342	9780060529345
15001	Edwin Lanham	1954-10-10	5	--	15	THE IRON MAIDEN	Edwin Lanham**THE IRON MAIDEN			
15002	Igor Gouzenko	1954-10-10	12	9	8	THE FALL OF A TITAN	Igor Gouzenko**THE FALL OF A TITAN	 	 	 
15003	Anya Seton	1954-10-10	2	11	6	KATHERINE	Anya Seton**KATHERINE	B008454XNS	155652532X	9781556525322
15004	William Faulkner	1954-10-10	10	4	7	A FABLE	William Faulkner**A FABLE	B004JHYSJ4	0394724135	9780394724133
15005	Aubrey Menen	1954-10-10	3	13	13	THE RAMAYANA	Aubrey Menen**THE RAMAYANA	 	0837161819	9780837161815
15006	Irving Stone	1954-10-10	8	1	1	LOVE IS ETERNAL	Irving Stone**LOVE IS ETERNAL	 	1568495560	9781568495569
15007	Morton Thompson	1954-10-10	40	3	3	NOT AS A STRANGER	Morton Thompson**NOT AS A STRANGER	 	1568491182	9781568491189
15008	Richard Haydn	1954-10-10	2	--	16	THE JOURNAL OF EDWIN CARP	Richard Haydn**THE JOURNAL OF EDWIN CARP	 	 	 
15009	Harold Lenoir Davis	1952-01-13	1	--	15	WINDS OF MORNING	Harold Lenoir Davis**WINDS OF MORNING			
15010	Herman Wouk	1952-01-13	41	 1	1	THE CAINE MUTINY	Herman Wouk**THE CAINE MUTINY	B009NLFJ80	0316955108	9780316955102
15011	Nicholas Monsarrat	1952-01-13	24	2	2	THE CRUEL SEA	Nicholas Monsarrat**THE CRUEL SEA	 	1580800467	9781580800464
15012	Ann Bridge	1952-01-13	1	--	11	THE DARK MOMENT	Ann Bridge**THE DARK MOMENT	 	 	 
15013	James Jones	1952-01-13	47	10	7	FROM HERE TO ETERNITY	James Jones**FROM HERE TO ETERNITY	B004UNGYK8	0517223007	9780517223000
15014	John Marquand	1952-01-13	15	4	3	MELVILLE GOODWIN, USA	John Marquand**MELVILLE GOODWIN, USA	 	1199796158	9781199796158
15015	Willard Motley	1952-01-13	8	9	10	WE FISHED ALL NIGHT	Willard Motley**WE FISHED ALL NIGHT	 	0404113702	9780404113704
15016	J.D. Salinger	1952-01-13	27	7	14	THE CATCHER IN THE RYE	J.D. Salinger**THE CATCHER IN THE RYE	 	0316769177	9780316769174
15017	Paul I. Wellman	1952-01-13	25	 13	12	THE IRON MISTRESS	Paul I. Wellman**THE IRON MISTRESS	 	 	 
15018	Mika Waltari	1952-01-13	12	8	9	THE WANDERER	Mika Waltari**THE WANDERER	B017JEO2NA	9997519329	9789997519320
15019	Par Lagerkvist	1952-01-13	4	14	16	BARABBAS	Par Lagerkvist**BARABBAS	B005IEH84Y	 	9780679725442
15020	Mary Lasswell	1952-01-13	8	11	13	WAIT FOR THE WAGON	Mary Lasswell**WAIT FOR THE WAGON	B01EW5P5JE	9997518365	9789997518361
15021	Nancy Mitford	1952-01-13	14	12	8	THE BLESSING	Nancy Mitford**THE BLESSING	B003F3PLEO	0786705213	9780786705214
15022	Irving Stone	1952-01-13	16	3	6	THE PRESIDENT'S LADY	Irving Stone**THE PRESIDENT'S LADY	B00BY92NBA	1558534318	9781558534315
15023	Graham Greene	1952-01-13	12	5	4	THE END OF THE AFFAIR	Graham Greene**THE END OF THE AFFAIR	 	0099478447	9780099478447
15024	Sholem Asch	1952-01-13	16	6	5	MOSES	Sholem Asch**MOSES	B00H2AQO8I	999740629X	9789997406293
15025	Helen MacInnes	1963-11-17	6	5	5	THE VENETIAN AFFAIR	Helen MacInnes**THE VENETIAN AFFAIR	B00BO4GE7Y	0449209423	9780449209424
15026	Rumer Godden	1963-11-17	7	6	6	THE BATTLE OF THE VILLA FIORITA	Rumer Godden**THE BATTLE OF THE VILLA FIORITA	 	0330323997	9780330323994
15027	Pearl S. Buck	1963-11-17	8	4	4	THE LIVING REED	Pearl S. Buck**THE LIVING REED	B008F4NU9G	1559210222	9781559210225
15028	Irving Wallace	1963-11-17	5	7	8	THE THREE SIRENS	Irving Wallace**THE THREE SIRENS	 	0451138295	9780451138293
15029	James Michener	1963-11-17	17	3	3	CARAVANS	James Michener**CARAVANS	B00FO60CLC	0812969820	9780812969825
15030	Morrs L. West	1963-11-17	26	2	2	THE SHOES OF THE FISHERMAN	Morrs L. West**THE SHOES OF THE FISHERMAN			
15031	Mary McCarthy	1963-11-17	13	1	1	THE GROUP	Mary McCarthy**THE GROUP	B00DZEJRDE	0156372088	9780156372084
15032	Jean Genet	1963-11-17	2	10	10	OUR LADY OF THE FLOWERS	Jean Genet**OUR LADY OF THE FLOWERS	B006NZARJ0	1596541369	9781596541368
15033	Ian Fleming	1963-11-17	12	9	7	ON HER MAJESTY'S SECRET SERVICE	Ian Fleming**ON HER MAJESTY'S SECRET SERVICE	B008L40NTA	0142003255	9780142003251
15034	John Rechy	1963-11-17	22	8	9	CITY OF NIGHT	John Rechy**CITY OF NIGHT	B00GF2RAUU	0802130836	9780802130839
15035	Helen MacInnes	1963-11-10	5	6	5	THE VENETIAN AFFAIR	Helen MacInnes**THE VENETIAN AFFAIR	B00BO4GE7Y	0449209423	9780449209424
15036	Rumer Godden	1963-11-10	6	5	6	THE BATTLE OF THE VILLA FIORITA	Rumer Godden**THE BATTLE OF THE VILLA FIORITA	 	0330323997	9780330323994
15037	Pearl S. Buck	1963-11-10	7	4	4	THE LIVING REED	Pearl S. Buck**THE LIVING REED	B008F4NU9G	1559210222	9781559210225
15038	Irving Wallace	1963-11-10	4	9	7	THE THREE SIRENS	Irving Wallace**THE THREE SIRENS	 	0451138295	9780451138293
15039	Mary McCarthy	1963-11-10	12	1	1	THE GROUP	Mary McCarthy**THE GROUP	B00DZEJRDE	0156372088	9780156372084
15040	Morrs L. West	1963-11-10	25	2	2	THE SHOES OF THE FISHERMAN	Morrs L. West**THE SHOES OF THE FISHERMAN			
15041	James Michener	1963-11-10	16	3	3	CARAVANS	James Michener**CARAVANS	B00FO60CLC	0812969820	9780812969825
15042	Jean Genet	1963-11-10	1	--	10	OUR LADY OF THE FLOWERS	Jean Genet**OUR LADY OF THE FLOWERS	B006NZARJ0	1596541369	9781596541368
15043	Ian Fleming	1963-11-10	11	7	9	ON HER MAJESTY'S SECRET SERVICE	Ian Fleming**ON HER MAJESTY'S SECRET SERVICE	B008L40NTA	0142003255	9780142003251
15044	John Rechy	1963-11-10	21	8	8	CITY OF NIGHT	John Rechy**CITY OF NIGHT	B00GF2RAUU	0802130836	9780802130839
15045	Paul Wellman	1954-02-07	19	7	10	THE FEMALE	Paul Wellman**THE FEMALE	 	 	 
15046	Charles Bracelen Flood	1954-02-07	14	13	12	LOVE IS A BRIDGE	Charles Bracelen Flood**LOVE IS A BRIDGE	 	 	9780515035353
15047	William E. Barrett	1954-02-07	12	--	16	THE SHADOWS OF THE IMAGES	William E. Barrett**THE SHADOWS OF THE IMAGES			
15048	Leon Uris	1954-02-07	41	9	7	BATTLE CRY	Leon Uris**BATTLE CRY	B0018ND8AC	006075186X	9780060751869
15049	Lloyd C. Douglas	1954-02-07	177	15	15	THE ROBE	Lloyd C. Douglas**THE ROBE	B0089YADSS	0395957753	9780395957752
15050	Ernest K. Gann	1954-02-07	42	3	4	THE HIGH AND THE MIGHTY	Ernest K. Gann**THE HIGH AND THE MIGHTY	 	0671827634	9780671827632
15051	Esther Forbes	1954-02-07	1	--	13	RAINBOW ON THE ROAD	Esther Forbes**RAINBOW ON THE ROAD	 	 	 
15052	Jessamyn West	1954-02-07	4	12	11	CRESS DELAHANTY	Jessamyn West**CRESS DELAHANTY	B01MFDCQUZ	1558615164	9781558615168
15053	Morton Thompson	1954-02-07	5	1	1	NOT AS A STRANGER	Morton Thompson**NOT AS A STRANGER	 	1568491182	9781568491189
15054	James A. Michener	1954-02-07	2	6	3	SAYONARA	James A. Michener**SAYONARA	B00H6JHM68	0449204146	9780449204146
15055	Andre Soubiran	1954-02-07	12	10	9	THE DOCTORS	Andre Soubiran**THE DOCTORS	 	 	 
15056	Philip Wylie	1954-02-07	3	8	8	TOMORROW!	Philip Wylie**TOMORROW!	B00OPJW8S4	9997410602	9789997410603
15057	A.J. Cronin	1954-02-07	30	4	6	BEYOND THIS PLACE	A.J. Cronin**BEYOND THIS PLACE	 	0884115259	9780884115250
15058	Harnett T. Kane	1954-02-07	19	5	5	THE LADY OF ARLINGTON	Harnett T. Kane**THE LADY OF ARLINGTON	 	0385042493	9780385042499
15059	James Hilton	1954-02-07	25	11	14	TIME AND TIME AGAIN	James Hilton**TIME AND TIME AGAIN	 	0848828070	9780848828073
