	asin	author	author_title	isbn10	isbn13	list_date	num_wks_on_list	rank_last_wk	rank_this_wk	title
0		 Robin Cook.	 Robin Cook.**SPHINX		9788422612742	1979-06-24	2	13	8	SPHINX
1		 Peter Straub.	 Peter Straub.**GHOST STORY		9780965723138	1979-06-24	11	12	12	GHOST STORY
2		 Joseph Heller.	 Joseph Heller.**GOOD AS GOLD		9788071455707	1979-06-24	16	10	7	GOOD AS GOLD
3		 James A. Michener.	 James A. Michener.**CHESAPEAKE		9782020053662	1979-06-24	45	8	11	CHESAPEAKE
4		 Herman Wouk.	 Herman Wouk.**WAR AND REMEMBRANCE		9780316172141	1979-06-24	38	6	3	WAR AND REMEMBRANCE
5		 Len Deighton.	 Len Deighton.**SS-GB		9780745134116	1979-06-24	15	0	13	SS-GB
6		 Walter F. Murphy.	 Walter F. Murphy.**THE VICAR OF CHRIST		9780345320391	1979-06-24	8	15	10	THE VICAR OF CHRIST
7		 Trevanian.	 Trevanian.**SHIBUMI		9780345301390	1979-06-24	8	3	6	SHIBUMI
8		 Richard Bach.	 Richard Bach.**THERE'S NO SUCH PLACE AS FAR AWAY		9780002240215	1979-06-24	3	7	15	THERE'S NO SUCH PLACE AS FAR AWAY
9		 Robert Ludlum.	 Robert Ludlum.**THE MATARESE CIRCLE		9782253034759	1979-06-24	16	1	1	THE MATARESE CIRCLE
10		 Ruth Beebe Hill.	 Ruth Beebe Hill.**HANTA YO		9780446321440	1979-06-24	19	9	9	HANTA YO
11		 William Styron.	 William Styron.**SOPHIE'S CHOICE		9780099470441	1979-06-24	3	2	2	SOPHIE'S CHOICE
12		 Peter Benchley.	 Peter Benchley.**THE ISLAND		9780553209846	1979-06-24	4	7	4	THE ISLAND
13		 Rona Jaffe.	 Rona Jaffe.**CLASS REUNION		9781504008365	1979-06-24	5	11	14	CLASS REUNION
14		 Wilbur Smith.	 Wilbur Smith.**RIVER GOD		9789725686041	1994-03-27	2	11	1	RIVER GOD
15		 LaVyrle Spencer.	 LaVyrle Spencer.**FAMILY BLESSINGS		9781423743361	1994-03-20	8	9	1	FAMILY BLESSINGS
16		 Jack Higgins.	 Jack Higgins.**THE PRESIDENT'S DAUGHTER		9780425192948	1997-07-13	8	10	13	THE PRESIDENT'S DAUGHTER
17		 Nelson DeMille.	 Nelson DeMille.**PLUM ISLAND		9780759542600	1997-07-13	8	2	2	PLUM ISLAND
18		 Sandra Brown.	 Sandra Brown.**FAT TUESDAY		9788886845847	1997-07-13	5	3	3	FAT TUESDAY
19		 Barbara Taylor Bradford.	 Barbara Taylor Bradford.**POWER OF A WOMAN		9780002001519	1997-07-13	2	16	6	POWER OF A WOMAN
20		 Charles Frazier.	 Charles Frazier.**COLD MOUNTAIN		9780679460695	1997-07-13	3	9	7	COLD MOUNTAIN
21		 Dale Brown.	 Dale Brown.**FATAL TERRAIN		9780002254526	1997-07-13	1	0	15	FATAL TERRAIN
22		 Catherine Coulter.	 Catherine Coulter.**THE MAZE		9780399145599	1997-07-13	2	13	11	THE MAZE
23		 Danielle Steel.	 Danielle Steel.**SPECIAL DELIVERY		9780754021711	1997-07-13	1	3	1	SPECIAL DELIVERY
24		 Edward Rutherfurd.	 Edward Rutherfurd.**LONDON		9783426618301	1997-07-13	8	6	9	LONDON
25		 Mary Higgins Clark.	 Mary Higgins Clark.**PRETEND YOU DON'T SEE HER		9788820025793	1997-07-13	14	11	14	PRETEND YOU DON'T SEE HER
26		 Nicholas Sparks.	 Nicholas Sparks.**THE NOTEBOOK		9788478883356	1997-07-13	40	7	8	THE NOTEBOOK
27		 Peter Mayle.	 Peter Mayle.**CHASING CEZANNE		9780679774327	1997-07-13	5	8	10	CHASING CEZANNE
28		 Anne Rivers Siddons.	 Anne Rivers Siddons.**UP ISLAND		9780316913140	1997-07-13	7	5	4	UP ISLAND
29		 John Grisham.	 John Grisham.**THE PARTNER		9780553455533	1997-07-13	5	20	5	THE PARTNER
30		 Elizabeth George.	 Elizabeth George.**DECEPTION ON HIS MIND		9785457229020	1997-07-13	2	15	12	DECEPTION ON HIS MIND
31		 Allen Drury.	 Allen Drury.**THE PROMISE OF JOY		9781614752080	1975-04-13	5	5	3	THE PROMISE OF JOY
32		MacDonald.	MacDonald.**THE DREADFUL LEMON SKY		9780449129647	1975-04-13	6	4	5	THE DREADFUL LEMON SKY
33		 Phyllis A. Whitney.	 Phyllis A. Whitney.**SPINDRIFT		9780434864713	1975-04-13	1	0	10	SPINDRIFT
34		 Joseph Heller.	 Joseph Heller.**SOMETHING HAPPENED		9780345301772	1975-04-13	27	8	8	SOMETHING HAPPENED
35		 Arthur Hailey.	 Arthur Hailey.**THE MONEYCHANGERS		9780385008969	1975-04-13	5	2	2	THE MONEYCHANGERS
36		 John Updike.	 John Updike.**A MONTH OF SUNDAYS		9780233981048	1975-04-13	6	6	6	A MONTH OF SUNDAYS
37	B002DMZ9U4	 Thomas Harris	 Thomas Harris**BLACK SUNDAY	0451217411	9780451217417	1975-04-13	8	9	9	BLACK SUNDAY
38		 Belva Plain.	 Belva Plain.**BLESSINGS		9780440206521	1989-09-17	9	11	12	BLESSINGS
39		 Amy Tan.	 Amy Tan.**THE JOY LUCK CLUB		9780795310744	1989-09-17	26	4	5	THE JOY LUCK CLUB
40		 Jude Deveraux.	 Jude Deveraux.**KNIGHT IN SHINING ARMOR		9785170434473	1989-09-17	8	12	11	KNIGHT IN SHINING ARMOR
41		 Mary Higgins Clark.	 Mary Higgins Clark.**WHILE MY PRETTY ONE SLEEPS		9788484506355	1989-09-17	21	14	15	WHILE MY PRETTY ONE SLEEPS
42		 Jonathan Kellerman.	 Jonathan Kellerman.**SILENT PARTNER		9780751510652	1989-09-17	0	1897	13	SILENT PARTNER
43		 Martin Cruz Smith.	 Martin Cruz Smith.**POLAR STAR		9783453071735	1989-09-17	13	7	7	POLAR STAR
44		 Martha Grimes.	 Martha Grimes.**THE OLD SILENT		9781442363168	1989-09-17	5	9	8	THE OLD SILENT
45		 Joseph F. Girzone.	 Joseph F. Girzone.**JOSHUA AND THE CHILDREN		9780020199052	1989-09-17	7	8	9	JOSHUA AND THE CHILDREN
46		 Tom Clancy.	 Tom Clancy.**CLEAR AND PRESENT DANGER		9781101000762	1989-09-17	5	1	1	CLEAR AND PRESENT DANGER
47		 John Jakes.	 John Jakes.**CALIFORNIA GOLD		9780345369086	1989-09-17	3	3	3	CALIFORNIA GOLD
48		 John le Carré.	 John le Carré.**THE RUSSIA HOUSE		9783462020007	1989-09-17	6	17	6	THE RUSSIA HOUSE
49		 Ken Follett.	 Ken Follett.**PILLARS OF THE EARTH		9788401323386	1989-09-17	3	2	2	PILLARS OF THE EARTH
50		 Alice Walker.	 Alice Walker.**THE TEMPLE OF MY FAMILIAR		9781306602655	1989-09-10	21	15	15	THE TEMPLE OF MY FAMILIAR
51		 Jude Deveraux.	 Jude Deveraux.**KNIGHT IN SHINING ARMOR		9785170434473	1989-09-10	7	9	12	KNIGHT IN SHINING ARMOR
52		 Amy Tan.	 Amy Tan.**THE JOY LUCK CLUB		9780795310744	1989-09-10	25	4	4	THE JOY LUCK CLUB
53		 Martin Cruz Smith.	 Martin Cruz Smith.**POLAR STAR		9783453071735	1989-09-10	12	2	7	POLAR STAR
54		 Ken Follett.	 Ken Follett.**THE PILLARS OF THE EARTH		9788401323386	1989-09-10	2	13	2	THE PILLARS OF THE EARTH
55		 Belva Plain.	 Belva Plain.**BLESSINGS		9780440206521	1989-09-10	8	6	11	BLESSINGS
56		 Martha Grimes.	 Martha Grimes.**THE OLD SILENT		9781442363168	1989-09-10	4	5	9	THE OLD SILENT
57		 Joseph F. Girzone.	 Joseph F. Girzone.**JOSHUA AND THE CHILDREN		9780020199052	1989-09-10	6	8	8	JOSHUA AND THE CHILDREN
58		 Tom Clancy.	 Tom Clancy.**CLEAR AND PRESENT DANGER		9781101000762	1989-09-10	4	1	1	CLEAR AND PRESENT DANGER
59		 John Jakes.	 John Jakes.**CALIFORNIA GOLD		9780345369086	1989-09-10	2	12	3	CALIFORNIA GOLD
60		 John le Carré.	 John le Carré.**THE RUSSIA HOUSE		9783462020007	1989-09-10	16	3	6	THE RUSSIA HOUSE
61		 Mary Higgins Clark.	 Mary Higgins Clark.**WHILE MY PRETTY ONE SLEEPS		9788484506355	1989-09-10	20	11	14	WHILE MY PRETTY ONE SLEEPS
62		 Tim LaHaye and Jerry B. Jenkins.	 Tim LaHaye and Jerry B. Jenkins.**GLORIOUS APPEARING		9781414325101	2004-05-23	7	3	1	GLORIOUS APPEARING
63		 Frederick Forsyth.	 Frederick Forsyth.**THE NEGOTIATOR		9780553702101	1989-06-04	8	3	3	THE NEGOTIATOR
64		 Amy Tan.	 Amy Tan.**THE JOY LUCK CLUB		9780795310744	1989-06-04	11	4	6	THE JOY LUCK CLUB
65		 Salman Rushdie.	 Salman Rushdie.**THE SATANIC VERSES		9780676970630	1989-06-04	16	7	8	THE SATANIC VERSES
66		 Alice Walker.	 Alice Walker.**THE TEMPLE OF MY FAMILIAR		9781306602655	1989-06-04	7	5	7	THE TEMPLE OF MY FAMILIAR
67		 Eileen Goudge.	 Eileen Goudge.**GARDEN OF LIES		9780451972101	1989-06-04	2	13	15	GARDEN OF LIES
68		 Garrison Keillor.	 Garrison Keillor.**WE ARE STILL MARRIED		9780816148707	1989-06-04	11	14	13	WE ARE STILL MARRIED
69		 Eugenia Price.	 Eugenia Price.**STRANGER IN SAVANNAH		9781630264277	1989-06-04	6	10	12	STRANGER IN SAVANNAH
70		 Tony Hillerman.	 Tony Hillerman.**TALKING GOD		9780718133764	1989-06-04	3	9	4	TALKING GOD
71		 Larry Bond.	 Larry Bond.**RED PHOENIX		9780356188164	1989-06-04	3	11	9	RED PHOENIX
72		 Lawrence Sanders.	 Lawrence Sanders.**CAPITAL CRIMES		9780450496882	1989-06-04	3	8	5	CAPITAL CRIMES
73		 Mary Higgins Clark.	 Mary Higgins Clark.**WHILE MY PRETTY ONE SLEEPS		9788484506355	1989-06-04	6	2	2	WHILE MY PRETTY ONE SLEEPS
74		 John Irving.	 John Irving.**A PRAYER FOR OWEN MEANY		9781840023343	1989-06-04	13	12	11	A PRAYER FOR OWEN MEANY
75		 Danielle Steel.	 Danielle Steel.**STAR		9780792430926	1989-06-04	16	0	14	STAR
76		 John le Carré.	 John le Carré.**THE RUSSIA HOUSE		9783462020007	1989-06-04	1	2	1	THE RUSSIA HOUSE
77		 Robert B. Parker.	 Robert B. Parker.**PLAYMATES		9780670829866	1989-06-04	5	6	10	PLAYMATES
78		 Tami Hoag.	 Tami Hoag.**A THIN DARK LINE		9781409121480	1997-03-23	3	8	1	A THIN DARK LINE
79		 Belva Plain.	 Belva Plain.**EVERGREEN		9780440132783	1978-07-09	4	11	12	EVERGREEN
80		 Richard Bach.	 Richard Bach.**ILLUSIONS		9780434041015	1978-07-09	58	10	9	ILLUSIONS
81		 Anton Myrer.	 Anton Myrer.**THE LAST CONVERTIBLE		9780061746512	1978-07-09	7	8	7	THE LAST CONVERTIBLE
82		 Sidney Sheldon.	 Sidney Sheldon.**BLOODLINE		9780446612357	1978-07-09	24	3	3	BLOODLINE
83		 J.R.R. Tolkien.	 J.R.R. Tolkien.**THE SILMARILLION		9788475968513	1978-07-09	44	13	10	THE SILMARILLION
84		 James A. Michener.	 James A. Michener.**CHESAPEAKE		9782020053662	1978-07-09	1	0	1	CHESAPEAKE
85		 James Carroll.	 James Carroll.**MORTAL FRIENDS		9780316130097	1978-07-09	4	9	14	MORTAL FRIENDS
86		 Robert Ludlum.	 Robert Ludlum.**THE HOLCROFT COVENANT		9781409119821	1978-07-09	16	2	4	THE HOLCROFT COVENANT
87		 Marilyn French.	 Marilyn French.**THE WOMEN'S ROOM		9780515047882	1978-07-09	33	5	13	THE WOMEN'S ROOM
88		 John Irving.	 John Irving.**THE WORLD ACCORDING TO GARP		9780575025615	1978-07-09	9	6	5	THE WORLD ACCORDING TO GARP
89		 Ken Follett.	 Ken Follett.**EYE OF THE NEEDLE		9783785709351	1978-07-09	3	14	8	EYE OF THE NEEDLE
90		 Judith Krantz.	 Judith Krantz.**SCRUPLES		9788401491634	1978-07-09	20	1	2	SCRUPLES
91		 Graham Greene.	 Graham Greene.**THE HUMAN FACTOR		9781409027089	1978-07-09	18	7	11	THE HUMAN FACTOR
92		 Mary Gordon.	 Mary Gordon.**FINAL PAYMENTS		9780552992121	1978-07-09	15	4	15	FINAL PAYMENTS
93	B0116EBXNG	 William F. Buckley Jr.	 William F. Buckley Jr.**STAINED GLASS	1888952296	9781888952292	1978-07-09	9	4	6	STAINED GLASS
94		 Toni Morrison.	 Toni Morrison.**THE BLUEST EYE		9780452282193	2000-06-11	0	0	1	THE BLUEST EYE
95		 Belva Plain.	 Belva Plain.**EVERGREEN		9780440132783	1978-07-02	3	15	11	EVERGREEN
96		 Gore Vidal.	 Gore Vidal.**KALKI		9788639300760	1978-07-02	8	12	12	KALKI
97		 Richard Bach.	 Richard Bach.**ILLUSIONS		9780434041015	1978-07-02	57	8	10	ILLUSIONS
98		 Anton Myrer.	 Anton Myrer.**THE LAST CONVERTIBLE		9780061746512	1978-07-02	7	7	8	THE LAST CONVERTIBLE
99		 Sidney Sheldon.	 Sidney Sheldon.**BLOODLINE		9780446612357	1978-07-02	23	3	3	BLOODLINE
100		 J.R.R. Tolkien.	 J.R.R. Tolkien.**THE SILMARILLION		9788475968513	1978-07-02	43	9	13	THE SILMARILLION
101		 James Carroll.	 James Carroll.**MORTAL FRIENDS		9780316130097	1978-07-02	3	11	9	MORTAL FRIENDS
102		 John Irving.	 John Irving.**THE WORLD ACCORDING TO GARP		9780575025615	1978-07-02	8	6	6	THE WORLD ACCORDING TO GARP
103		 Marilyn French.	 Marilyn French.**THE WOMEN'S ROOM		9780515047882	1978-07-02	32	10	5	THE WOMEN'S ROOM
104		 Robert Ludlum.	 Robert Ludlum.**THE HOLCROFT COVENANT		9781409119821	1978-07-02	15	1	2	THE HOLCROFT COVENANT
105		 Ken Follett.	 Ken Follett.**EYE OF THE NEEDLE		9783785709351	1978-07-02	2	13	14	EYE OF THE NEEDLE
106		 Judith Krantz.	 Judith Krantz.**SCRUPLES		9788401491634	1978-07-02	19	2	1	SCRUPLES
107		 Graham Greene.	 Graham Greene.**THE HUMAN FACTOR		9781409027089	1978-07-02	17	5	7	THE HUMAN FACTOR
108		 Mary Gordon.	 Mary Gordon.**FINAL PAYMENTS		9780552992121	1978-07-02	3	0	15	FINAL PAYMENTS
109	B0116EBXNG	 William F. Buckley Jr.	 William F. Buckley Jr.**STAINED GLASS	1888952296	9781888952292	1978-07-02	8	4	4	STAINED GLASS
110		 Ira Levin.	 Ira Levin.**THE BOYS FROM BRAZIL		9781453217597	1976-03-28	4	8	7	THE BOYS FROM BRAZIL
111		 Robert Ludlum.	 Robert Ludlum.**THE GEMINI CONTENDERS		9780862202545	1976-03-28	4	7	5	THE GEMINI CONTENDERS
112		 Gore Vidal.	 Gore Vidal.**1876		9780345301086	1976-03-28	1	4	1	1876
113		 E. L. Doctorow.	 E. L. Doctorow.**RAGTIME		9788489746398	1976-03-28	37	5	8	RAGTIME
114		 Irving Stone.	 Irving Stone.**THE GREEK TREASURE		9788879720410	1976-03-28	24	0	10	THE GREEK TREASURE
115		 Agatha Christie.	 Agatha Christie.**CURTAIN		9788633131643	1976-03-28	28	1	4	CURTAIN
116		 Joseph Wambaugh.	 Joseph Wambaugh.**THE CHOIRBOYS		9780752851310	1976-03-28	20	4	3	THE CHOIRBOYS
117		 Irving Wallace.	 Irving Wallace.**THE R DOCUMENT		9780671222291	1976-03-28	1	0	9	THE R DOCUMENT
118	 	Jr.	Jr.**SAVING THE QUEEN	0446891649	9780446891646	1976-03-28	10	3	6	SAVING THE QUEEN
119		 Leon Uris.	 Leon Uris.**TRINITY		9780553258462	1976-03-28	3	6	2	TRINITY
120		 Danielle Steel.	 Danielle Steel.**WANDERLUST		9780751519716	1986-07-06	1	1	1	WANDERLUST
121		 Judith Krantz.	 Judith Krantz.**I'LL TAKE MANHATTAN		9780857501639	1986-07-06	13	6	8	I'LL TAKE MANHATTAN
122		 Robert Ludlum.	 Robert Ludlum.**THE BOURNE SUPREMACY		9780307813794	1986-07-06	20	5	5	THE BOURNE SUPREMACY
123		 Jean M. Auel.	 Jean M. Auel.**THE MAMMOTH HUNTERS		9782258059306	1986-07-06	35	14	15	THE MAMMOTH HUNTERS
124		 John le Carré.	 John le Carré.**A PERFECT SPY		9788497930499	1986-07-06	13	4	9	A PERFECT SPY
125		 Margaret Mitchell.	 Margaret Mitchell.**GONE WITH THE WIND		9784003234242	1986-07-06	5	9	11	GONE WITH THE WIND
126		 Jeffrey Archer.	 Jeffrey Archer.**A MATTER OF HONOR		9780671739669	1986-07-06	3	2	2	A MATTER OF HONOR
127		 Lawrence Sanders.	 Lawrence Sanders.**THE EIGHTH COMMANDMENT		9781480403161	1986-07-06	7	7	7	THE EIGHTH COMMANDMENT
128		 John D. MacDonald.	 John D. MacDonald.**BARRIER ISLAND		9780745171135	1986-07-06	5	13	13	BARRIER ISLAND
129		 Garrison Keillor.	 Garrison Keillor.**LAKE WOBEGON DAYS		9781598873290	1986-07-06	47	12	12	LAKE WOBEGON DAYS
130		 Ernest Hemingway.	 Ernest Hemingway.**THE GARDEN OF EDEN		9788804466451	1986-07-06	8	8	6	THE GARDEN OF EDEN
131		 Sue Miller.	 Sue Miller.**THE GOOD MOTHER		9780060155513	1986-07-06	10	10	10	THE GOOD MOTHER
132		 Louis L'Amour.	 Louis L'Amour.**LAST OF THE BREED		9781850571254	1986-07-06	6	1	3	LAST OF THE BREED
133		 Robert B. Parker.	 Robert B. Parker.**TAMING A SEA-HORSE		9780440188414	1986-07-06	6	11	14	TAMING A SEA-HORSE
134		 Barbara Taylor Bradford.	 Barbara Taylor Bradford.**ACT OF WILL		9780312355425	1986-07-06	5	3	4	ACT OF WILL
135		 Irwin Shaw.	 Irwin Shaw.**NIGHTWORK		9780440057574	1976-03-21	14	0	9	NIGHTWORK
136		 Chaim Potok.	 Chaim Potok.**IN THE BEGINNING		9781299007864	1976-03-21	20	10	10	IN THE BEGINNING
137		 Ira Levin.	 Ira Levin.**THE BOYS FROM BRAZIL		9781453217597	1976-03-21	3	7	8	THE BOYS FROM BRAZIL
138		 Robert Ludlum.	 Robert Ludlum.**THE GEMINI CONTENDERS		9780862202545	1976-03-21	3	8	7	THE GEMINI CONTENDERS
139		 Gore Vidal.	 Gore Vidal.**1876		9780345301086	1976-03-21	3	4	2	1876
140		 E. L. Doctorow.	 E. L. Doctorow.**RAGTIME		9788489746398	1976-03-21	36	5	5	RAGTIME
141		 Joseph Wambaugh.	 Joseph Wambaugh.**THE CHOIRBOYS		9780752851310	1976-03-21	19	2	4	THE CHOIRBOYS
142		 Agatha Christie.	 Agatha Christie.**CURTAIN		9788633131643	1976-03-21	1	27	1	CURTAIN
143	 	Jr.	Jr.**SAVING THE QUEEN	0446891649	9780446891646	1976-03-21	9	3	3	SAVING THE QUEEN
144		 Leon Uris.	 Leon Uris.**TRINITY		9780553258462	1976-03-21	2	6	6	TRINITY
145		 Harry Kemelman.	 Harry Kemelman.**TUESDAY THE RABBI SAW RED		9780449241400	1974-05-05	6	0	10	TUESDAY THE RABBI SAW RED
146		 Irving Wallace.	 Irving Wallace.**THE FAN CLUB		9788878240612	1974-05-05	5	5	4	THE FAN CLUB
147		 Allen Drury.	 Allen Drury.**COME NINEVEH		9781614752066	1974-05-05	26	8	9	COME NINEVEH
148		 Chuck Barris.	 Chuck Barris.**YOU AND ME BABE		9780061203428	1974-05-05	3	9	8	YOU AND ME BABE
149		 Margaret Craven.	 Margaret Craven.**I HEARD THE OWL CALL MY NAME		9781556902444	1974-05-05	7	10	7	I HEARD THE OWL CALL MY NAME
150		 Gore Vidal.	 Gore Vidal.**BURR		9780553128345	1974-05-05	27	3	5	BURR
151		 Helen MacInnes.	 Helen MacInnes.**THE SNARE OF THE HUNTER		9781781163320	1974-05-05	11	4	3	THE SNARE OF THE HUNTER
152		 Louis Auchincloss.	 Louis Auchincloss.**THE PARTNERS		9780297767817	1974-05-05	9	6	6	THE PARTNERS
153		Peter Benchley.	Peter Benchley.**JAWS		9781400064564	1974-05-05	11	2	2	JAWS
154		 Judith Rossner.	 Judith Rossner.**LOOKING FOR MR. GOODBAR		9780340208182	1975-08-10	10	1	2	LOOKING FOR MR. GOODBAR
155		 Lothar-Guenther Buchheim.	 Lothar-Guenther Buchheim.**THE BOAT		9788888813691	1975-08-10	3	10	9	THE BOAT
156		MacDonald.	MacDonald.**THE DREADFUL LEMON SKY		9780449129647	1975-08-10	23	9	10	THE DREADFUL LEMON SKY
157		 James Clavell.	 James Clavell.**SHOGUN		9785942788384	1975-08-10	6	5	3	SHOGUN
158		 Arthur Hailey.	 Arthur Hailey.**THE MONEYCHANGERS		9780385008969	1975-08-10	22	4	6	THE MONEYCHANGERS
159		 E. L. Doctorow.	 E. L. Doctorow.**RAGTIME		9788489746398	1975-08-10	1	4	1	RAGTIME
160		 Jack Higgins.	 Jack Higgins.**THE EAGLE HAS LANDED		9781597770323	1975-08-10	3	8	8	THE EAGLE HAS LANDED
161	B007UH4DD6		**THE GREAT TRAIN ROBBERY	0553129198	9780553129199	1975-08-10	9	3	4	THE GREAT TRAIN ROBBERY
162		 Richard Adams.	 Richard Adams.**SHARDIK		9780380005161	1975-08-10	15	7	7	SHARDIK
163		 Judith Rossner.	 Judith Rossner.**LOOKING FOR MR. GOODBAR		9780340208182	1975-08-17	11	2	2	LOOKING FOR MR. GOODBAR
164		 Lothar-Gunther Buchheim.	 Lothar-Gunther Buchheim.**THE BOAT		9788888813691	1975-08-17	10	4	10	THE BOAT
165		 Alistair MacLean.	 Alistair MacLean.**CIRCUS		9780745132044	1975-08-17	1	0	9	CIRCUS
166		 James Clavell.	 James Clavell.**SHOGUN		9785942788384	1975-08-17	7	3	5	SHOGUN
167		 Arthur Hailey.	 Arthur Hailey.**THE MONEYCHANGERS		9780385008969	1975-08-17	23	6	3	THE MONEYCHANGERS
168		 E. L. Doctorow.	 E. L. Doctorow.**RAGTIME		9788489746398	1975-08-17	1	5	1	RAGTIME
169		 Jack Higgins.	 Jack Higgins.**THE EAGLE HAS LANDED		9781597770323	1975-08-17	4	8	7	THE EAGLE HAS LANDED
170	B007UH4DD6		**THE GREAT TRAIN ROBBERY	0553129198	9780553129199	1975-08-17	10	4	4	THE GREAT TRAIN ROBBERY
171		 Richard Adams.	 Richard Adams.**SHARDIK		9780380005161	1975-08-17	16	7	8	SHARDIK
172		 Sidney Sheldon.	 Sidney Sheldon.**A STRANGER IN THE MIRROR		9780446612425	1976-08-08	17	9	9	A STRANGER IN THE MIRROR
173		 Thomas Tryon.	 Thomas Tryon.**CROWNED HEADS		9780340213698	1976-08-08	7	5	6	CROWNED HEADS
174		 Peter Benchley.	 Peter Benchley.**THE DEEP		9780553104226	1976-08-08	13	3	4	THE DEEP
175		 Mary Stewart.	 Mary Stewart.**TOUCH NOT THE CAT		9780449206089	1976-08-08	3	10	7	TOUCH NOT THE CAT
176		 Jacqueline Susann.	 Jacqueline Susann.**DOLORES		9788425306778	1976-08-08	6	4	2	DOLORES
177		 Helen MacInnes.	 Helen MacInnes.**AGENT IN PLACE		9781781164303	1976-08-08	15	6	5	AGENT IN PLACE
178		 Gore Vidal.	 Gore Vidal.**1876		9780345301086	1976-08-08	23	7	8	1876
179		 Harold Robbins.	 Harold Robbins.**THE LONELY LADY		9781452041360	1976-08-08	12	2	3	THE LONELY LADY
180		 Nicholas Meyer.	 Nicholas Meyer.**THE WEST END HORROR		9780708900987	1976-08-08	11	8	10	THE WEST END HORROR
181		 Leon Uris.	 Leon Uris.**TRINITY		9780553258462	1976-08-08	22	1	1	TRINITY
182		 Gabriel Garcia Marquez.	 Gabriel Garcia Marquez.**LOVE IN THE TIME OF CHOLERA		9783423113601	1988-06-05	9	2	2	LOVE IN THE TIME OF CHOLERA
183		 Jackie Collins.	 Jackie Collins.**ROCK STAR		9780434140916	1988-06-05	9	6	7	ROCK STAR
184		 Judith Michael.	 Judith Michael.**INHERITANCE		9781514280348	1988-06-05	14	14	15	INHERITANCE
185		 Dominick Dunne.	 Dominick Dunne.**PEOPLE LIKE US		9780345430540	1988-06-05	6	4	5	PEOPLE LIKE US
186		 Danielle Steel.	 Danielle Steel.**ZOYA		9780751519686	1988-06-05	6	1	1	ZOYA
187		 Robert Ludlum.	 Robert Ludlum.**THE ICARUS AGENDA		9782266105392	1988-06-05	15	3	3	THE ICARUS AGENDA
188		 Tom Wolfe.	 Tom Wolfe.**THE BONFIRE OF THE VANITIES		9780553381344	1988-06-05	33	5	4	THE BONFIRE OF THE VANITIES
189		 Rosamunde Pilcher.	 Rosamunde Pilcher.**THE SHELL SEEKERS		9789635488841	1988-06-05	18	7	11	THE SHELL SEEKERS
190		 Elmore Leonard.	 Elmore Leonard.**FREAKY DEAKY		9788202128999	1988-06-05	5	9	8	FREAKY DEAKY
191		 Isaac Asimov.	 Isaac Asimov.**PRELUDE TO FOUNDATION		9780606275743	1988-06-05	5	13	10	PRELUDE TO FOUNDATION
192		 Robert B. Parker.	 Robert B. Parker.**CRIMSON JOY		9781299006546	1988-06-05	6	3	6	CRIMSON JOY
193		 Clive Cussler.	 Clive Cussler.**TREASURE		9785556068445	1988-06-05	14	12	9	TREASURE
194		 Belva Plain.	 Belva Plain.**TAPESTRY		9781306988421	1988-06-05	7	10	14	TAPESTRY
195		 John Gardner.	 John Gardner.**SCORPIUS		9780425131404	1988-06-05	4	11	12	SCORPIUS
196		 Carmen Carter.	 Carmen Carter.**THE DEVIL'S HEART		9780743420631	1993-03-14	1	0	1	THE DEVIL'S HEART
197		 Irwin Shaw.	 Irwin Shaw.**NIGHTWORK		9780440057574	1975-12-14	10	3	10	NIGHTWORK
198		 Chaim Potok.	 Chaim Potok.**IN THE BEGINNING		9781299007864	1975-12-14	6	6	5	IN THE BEGINNING
199		 Judith Rossner.	 Judith Rossner.**LOOKING FOR MR. GOODBAR		9780340208182	1975-12-14	28	3	6	LOOKING FOR MR. GOODBAR
200		 James Clavell.	 James Clavell.**SHOGUN		9785942788384	1975-12-14	24	9	8	SHOGUN
201		 Saul Bellow.	 Saul Bellow.**HUMBOLDT'S GIFT		9780670386550	1975-12-14	17	7	9	HUMBOLDT'S GIFT
202		 E. L. Doctorow.	 E. L. Doctorow.**RAGTIME		9788489746398	1975-12-14	22	2	3	RAGTIME
203		 Jack Higgins.	 Jack Higgins.**THE EAGLE HAS LANDED		9781597770323	1975-12-14	21	8	7	THE EAGLE HAS LANDED
204		 Irving Stone.	 Irving Stone.**THE GREEK TREASURE		9788879720410	1975-12-14	10	4	2	THE GREEK TREASURE
205		 Joseph Wambaugh.	 Joseph Wambaugh.**THE CHOIRBOYS		9780752851310	1975-12-14	5	5	4	THE CHOIRBOYS
206		 Agatha Christie.	 Agatha Christie.**CURTAIN		9788633131643	1975-12-14	1	13	1	CURTAIN
207		 Robert Ludlum.	 Robert Ludlum.**THE BOURNE SUPREMACY		9780307813794	1986-03-30	6	1	1	THE BOURNE SUPREMACY
208		 Gerald A. Browne.	 Gerald A. Browne.**STONE 588		9780670811595	1986-03-30	10	16	14	STONE 588
209		 James A. Michener.	 James A. Michener.**TEXAS		9781306190510	1986-03-30	27	12	11	TEXAS
210		 Jean M. Auel.	 Jean M. Auel.**THE MAMMOTH HUNTERS		9782258059306	1986-03-30	21	4	5	THE MAMMOTH HUNTERS
211		 L. Ron Hubbard.	 L. Ron Hubbard.**BLACK GENESIS		9780606086684	1986-03-30	2	14	16	BLACK GENESIS
